z,y,x
1665,7808,4612
1666,7808,4608
1667,7808,4604
1668,7808,4600
1669,7808,4599
1670,7808,4598
1671,7808,4597
1672,7808,4596
1673,7808,4596
1674,7808,4596
1675,7808,4596
1676,7808,4596
1677,7808,4596
1678,7808,4596
1679,7808,4596
1680,7808,4596
1681,7808,4595
1682,7808,4594
1683,7808,4593
1684,7808,4592
1685,7808,4591
1686,7808,4590
1687,7808,4589
1688,7808,4588
1689,7808,4586
1690,7808,4584
1691,7808,4582
1692,7808,4580
1693,7808,4579
1694,7808,4578
1695,7808,4577
1696,7808,4576
1697,7808,4575
1698,7808,4574
1699,7808,4573
1700,7808,4572
1701,7808,4572
1702,7808,4572
1703,7808,4572
1704,7808,4572
1705,7808,4572
1706,7808,4572
1707,7808,4572
1708,7808,4572
1709,7808,4572
1710,7808,4572
1711,7808,4572
1712,7808,4572
1713,7808,4572
1714,7808,4572
1715,7808,4572
1716,7808,4572
1717,7808,4571
1718,7808,4570
1719,7808,4569
1720,7808,4568
1721,7808,4568
1722,7808,4568
1723,7808,4568
1724,7808,4568
1725,7808,4568
1726,7808,4568
1727,7808,4568
1728,7808,4568
1729,7808,4572
1730,7808,4576
1731,7808,4580
1732,7808,4584
1733,7808,4585
1734,7808,4586
1735,7808,4587
1736,7808,4588
1737,7808,4588
1738,7808,4588
1739,7808,4588
1740,7808,4588
1741,7808,4588
1742,7808,4588
1743,7808,4588
1744,7808,4588
1745,7808,4589
1746,7808,4590
1747,7808,4591
1748,7808,4592
1749,7808,4593
1750,7808,4594
1751,7808,4595
1752,7808,4596
1753,7808,4597
1754,7808,4598
1755,7808,4599
1756,7808,4600
1757,7808,4602
1758,7808,4604
1759,7808,4606
1760,7808,4608
1761,7808,4612
1762,7808,4616
1763,7808,4620
1764,7808,4624
1765,7808,4629
1766,7808,4634
1767,7808,4639
1768,7808,4644
1769,7808,4645
1770,7808,4646
1771,7808,4647
1772,7808,4648
1773,7808,4649
1774,7808,4650
1775,7808,4651
1776,7808,4652
1777,7808,4652
1778,7808,4652
1779,7808,4652
1780,7808,4652
1781,7808,4652
1782,7808,4652
1783,7808,4652
1784,7808,4652
1785,7808,4652
1786,7808,4652
1787,7808,4652
1788,7808,4652
1789,7808,4652
1790,7808,4652
1791,7808,4652
1792,7808,4652
1793,7808,4659
1794,7808,4666
1795,7808,4673
1796,7808,4680
1797,7808,4681
1798,7808,4682
1799,7808,4683
1800,7808,4684
1801,7808,4686
1802,7808,4688
1803,7808,4690
1804,7808,4692
1805,7808,4694
1806,7808,4696
1807,7808,4698
1808,7808,4700
1809,7808,4701
1810,7808,4702
1811,7808,4703
1812,7808,4704
1813,7808,4705
1814,7808,4706
1815,7808,4707
1816,7808,4708
1817,7808,4709
1818,7808,4710
1819,7808,4711
1820,7808,4712
1821,7808,4713
1822,7808,4714
1823,7808,4715
1824,7808,4716
1825,7808,4717
1826,7808,4718
1827,7808,4719
1828,7808,4720
1829,7808,4721
1830,7808,4722
1831,7808,4723
1832,7808,4724
1833,7808,4726
1834,7808,4728
1835,7808,4730
1836,7808,4732
1837,7808,4733
1838,7808,4734
1839,7808,4735
1840,7808,4736
1841,7808,4738
1842,7808,4740
1843,7808,4742
1844,7808,4744
1845,7808,4746
1846,7808,4748
1847,7808,4750
1848,7808,4752
1849,7808,4754
1850,7808,4756
1851,7808,4758
1852,7808,4760
1853,7808,4761
1854,7808,4762
1855,7808,4763
1856,7808,4764
1857,7808,4767
1858,7808,4770
1859,7808,4773
1860,7808,4776
1861,7808,4780
1862,7808,4784
1863,7808,4788
1864,7808,4792
1865,7808,4792
1866,7808,4792
1867,7808,4792
1868,7808,4792
1869,7808,4792
1870,7808,4792
1871,7808,4792
1872,7808,4792
1873,7808,4792
1874,7808,4792
1875,7808,4792
1876,7808,4792
1877,7808,4792
1878,7808,4792
1879,7808,4792
1880,7808,4792
1881,7808,4792
1882,7808,4792
1883,7808,4792
1884,7808,4792
1885,7808,4792
1886,7808,4792
1887,7808,4792
1888,7808,4792
1889,7808,4793
1890,7808,4794
1891,7808,4795
1892,7808,4796
1893,7808,4797
1894,7808,4798
1895,7808,4799
1896,7808,4800
1897,7808,4801
1898,7808,4802
1899,7808,4803
1900,7808,4804
1901,7808,4804
1902,7808,4804
1903,7808,4804
1904,7808,4804
1905,7808,4804
1906,7808,4804
1907,7808,4804
1908,7808,4804
1909,7808,4804
1910,7808,4804
1911,7808,4804
1912,7808,4804
1913,7808,4804
1914,7808,4804
1915,7808,4804
1916,7808,4804
1917,7808,4803
1918,7808,4802
1919,7808,4801
1920,7808,4800
1921,7808,4801
1922,7808,4802
1923,7808,4803
1924,7808,4804
1925,7808,4804
1926,7808,4804
1927,7808,4804
1928,7808,4804
1929,7808,4804
1930,7808,4804
1931,7808,4804
1932,7808,4804
1933,7808,4804
1934,7808,4804
1935,7808,4804
1936,7808,4804
1937,7808,4804
1938,7808,4804
1939,7808,4804
1940,7808,4804
1941,7808,4807
1942,7808,4810
1943,7808,4813
1944,7808,4816
1945,7808,4820
1946,7808,4824
1947,7808,4828
1948,7808,4832
1949,7808,4832
1950,7808,4832
1951,7808,4832
1952,7808,4832
1953,7808,4831
1954,7808,4830
1955,7808,4829
1956,7808,4828
1957,7808,4826
1958,7808,4824
1959,7808,4822
1960,7808,4820
1961,7808,4820
1962,7808,4820
1963,7808,4820
1964,7808,4820
1965,7808,4820
1966,7808,4820
1967,7808,4820
1968,7808,4820
1969,7808,4820
1970,7808,4820
1971,7808,4820
1972,7808,4820
1973,7808,4821
1974,7808,4822
1975,7808,4823
1976,7808,4824
1977,7808,4825
1978,7808,4826
1979,7808,4827
1980,7808,4828
1981,7808,4828
1982,7808,4828
1983,7808,4828
1984,7808,4828
1985,7808,4828
1986,7808,4828
1987,7808,4828
1988,7808,4828
1989,7808,4828
1990,7808,4828
1991,7808,4828
1992,7808,4828
1993,7808,4828
1994,7808,4828
1995,7808,4828
1996,7808,4828
1997,7808,4828
1998,7808,4828
1999,7808,4828
2000,7808,4828
2001,7808,4829
2002,7808,4830
2003,7808,4831
2004,7808,4832
2005,7808,4833
2006,7808,4834
2007,7808,4835
2008,7808,4836
2009,7808,4838
2010,7808,4840
2011,7808,4842
2012,7808,4844
2013,7808,4844
2014,7808,4844
2015,7808,4844
2016,7808,4844
2017,7808,4844
2018,7808,4844
2019,7808,4844
2020,7808,4844
2021,7808,4844
2022,7808,4844
2023,7808,4844
2024,7808,4844
2025,7723,4904
2026,7638,4964
2027,7553,5024
2028,7468,5084
2029,7472,5098
2030,7476,5112
2031,7480,5126
2032,7484,5140
2033,7485,5140
2034,7486,5140
2035,7487,5140
2036,7488,5140
2037,7488,5139
2038,7488,5138
2039,7488,5137
2040,7488,5136
2041,7489,5135
2042,7490,5134
2043,7491,5133
2044,7492,5132
2045,7494,5131
2046,7496,5130
2047,7498,5129
2048,7500,5128
2049,7503,5125
2050,7506,5122
2051,7509,5119
2052,7512,5116
2053,7511,5116
2054,7510,5116
2055,7509,5116
2056,7508,5116
2057,7506,5116
2058,7504,5116
2059,7502,5116
2060,7500,5116
2061,7499,5117
2062,7498,5118
2063,7497,5119
2064,7496,5120
2065,7495,5121
2066,7494,5122
2067,7493,5123
2068,7492,5124
2069,7491,5125
2070,7490,5126
2071,7489,5127
2072,7488,5128
2073,7486,5130
2074,7484,5132
2075,7482,5134
2076,7480,5136
2077,7480,5136
2078,7480,5136
2079,7480,5136
2080,7480,5136
2081,7480,5136
2082,7480,5136
2083,7480,5136
2084,7480,5136
2085,7480,5136
2086,7480,5136
2087,7480,5136
2088,7480,5136
2089,7481,5135
2090,7482,5134
2091,7483,5133
2092,7484,5132
2093,7485,5131
2094,7486,5130
2095,7487,5129
2096,7488,5128
2097,7489,5128
2098,7490,5128
2099,7491,5128
2100,7492,5128
2101,7493,5127
2102,7494,5126
2103,7495,5125
2104,7496,5124
2105,7497,5124
2106,7498,5124
2107,7499,5124
2108,7500,5124
2109,7500,5124
2110,7500,5124
2111,7500,5124
2112,7500,5124
2113,7500,5124
2114,7500,5124
2115,7500,5124
2116,7500,5124
2117,7501,5124
2118,7502,5124
2119,7503,5124
2120,7504,5124
2121,7504,5123
2122,7504,5122
2123,7504,5121
2124,7504,5120
2125,7505,5119
2126,7506,5118
2127,7507,5117
2128,7508,5116
2129,7510,5115
2130,7512,5114
2131,7514,5113
2132,7516,5112
2133,7516,5112
2134,7516,5112
2135,7516,5112
2136,7516,5112
2137,7516,5111
2138,7516,5110
2139,7516,5109
2140,7516,5108
2141,7516,5108
2142,7516,5108
2143,7516,5108
2144,7516,5108
2145,7516,5108
2146,7516,5108
2147,7516,5108
2148,7516,5108
2149,7516,5108
2150,7516,5108
2151,7516,5108
2152,7516,5108
2153,7517,5107
2154,7518,5106
2155,7519,5105
2156,7520,5104
2157,7522,5103
2158,7524,5102
2159,7526,5101
2160,7528,5100
2161,7530,5099
2162,7532,5098
2163,7534,5097
2164,7536,5096
2165,7538,5094
2166,7540,5092
2167,7542,5090
2168,7544,5088
2169,7546,5087
2170,7548,5086
2171,7550,5085
2172,7552,5084
2173,7554,5082
2174,7556,5080
2175,7558,5078
2176,7560,5076
2177,7567,5071
2178,7574,5066
2179,7581,5061
2180,7588,5056
2181,7589,5056
2182,7590,5056
2183,7591,5056
2184,7592,5056
2185,7592,5056
2186,7592,5056
2187,7592,5056
2188,7592,5056
2189,7592,5056
2190,7592,5056
2191,7592,5056
2192,7592,5056
2193,7592,5056
2194,7592,5056
2195,7592,5056
2196,7592,5056
2197,7592,5056
2198,7592,5056
2199,7592,5056
2200,7592,5056
2201,7592,5056
2202,7592,5056
2203,7592,5056
2204,7592,5056
2205,7591,5056
2206,7590,5056
2207,7589,5056
2208,7588,5056
2209,7587,5055
2210,7586,5054
2211,7585,5053
2212,7584,5052
2213,7584,5051
2214,7584,5050
2215,7584,5049
2216,7584,5048
2217,7583,5046
2218,7582,5044
2219,7581,5042
2220,7580,5040
2221,7580,5040
2222,7580,5040
2223,7580,5040
2224,7580,5040
2225,7580,5039
2226,7580,5038
2227,7580,5037
2228,7580,5036
2229,7581,5034
2230,7582,5032
2231,7583,5030
2232,7584,5028
2233,7587,5027
2234,7590,5026
2235,7593,5025
2236,7596,5024
2237,7598,5024
2238,7600,5024
2239,7602,5024
2240,7604,5024
2241,7608,5019
2242,7612,5014
2243,7616,5009
2244,7620,5004
2245,7620,5004
2246,7620,5004
2247,7620,5004
2248,7620,5004
2249,7622,5000
2250,7624,4996
2251,7626,4992
2252,7628,4988
2253,7629,4986
2254,7630,4984
2255,7631,4982
2256,7632,4980
2257,7632,4980
2258,7632,4980
2259,7632,4980
2260,7632,4980
2261,7632,4979
2262,7632,4978
2263,7632,4977
2264,7632,4976
2265,7632,4975
2266,7632,4974
2267,7632,4973
2268,7632,4972
2269,7633,4972
2270,7634,4972
2271,7635,4972
2272,7636,4972
2273,7638,4970
2274,7640,4968
2275,7642,4966
2276,7644,4964
2277,7644,4964
2278,7644,4964
2279,7644,4964
2280,7644,4964
2281,7643,4966
2282,7642,4968
2283,7641,4970
2284,7640,4972
2285,7638,4975
2286,7636,4978
2287,7634,4981
2288,7632,4984
2289,7632,4985
2290,7632,4986
2291,7632,4987
2292,7632,4988
2293,7632,4988
2294,7632,4988
2295,7632,4988
2296,7632,4988
2297,7632,4988
2298,7632,4988
2299,7632,4988
2300,7632,4988
2301,7632,4988
2302,7632,4988
2303,7632,4988
2304,7632,4988
2305,7628,4990
2306,7624,4992
2307,7620,4994
2308,7616,4996
2309,7616,4996
2310,7616,4996
2311,7616,4996
2312,7616,4996
2313,7615,4998
2314,7614,5000
2315,7613,5002
2316,7612,5004
2317,7611,5005
2318,7610,5006
2319,7609,5007
2320,7608,5008
2321,7608,5008
2322,7608,5008
2323,7608,5008
2324,7608,5008
2325,7607,5010
2326,7606,5012
2327,7605,5014
2328,7604,5016
2329,7601,5020
2330,7598,5024
2331,7595,5028
2332,7592,5032
2333,7591,5033
2334,7590,5034
2335,7589,5035
2336,7588,5036
2337,7587,5037
2338,7586,5038
2339,7585,5039
2340,7584,5040
2341,7583,5042
2342,7582,5044
2343,7581,5046
2344,7580,5048
2345,7578,5052
2346,7576,5056
2347,7574,5060
2348,7572,5064
2349,7571,5065
2350,7570,5066
2351,7569,5067
2352,7568,5068
2353,7568,5069
2354,7568,5070
2355,7568,5071
2356,7568,5072
2357,7567,5072
2358,7566,5072
2359,7565,5072
2360,7564,5072
2361,7562,5073
2362,7560,5074
2363,7558,5075
2364,7556,5076
2365,7555,5077
2366,7554,5078
2367,7553,5079
2368,7552,5080
2369,7553,5078
2370,7554,5076
2371,7555,5074
2372,7556,5072
2373,7556,5072
2374,7556,5072
2375,7556,5072
2376,7556,5072
2377,7556,5072
2378,7556,5072
2379,7556,5072
2380,7556,5072
2381,7556,5072
2382,7556,5072
2383,7556,5072
2384,7556,5072
2385,7556,5072
2386,7556,5072
2387,7556,5072
2388,7556,5072
2389,7555,5073
2390,7554,5074
2391,7553,5075
2392,7552,5076
2393,7551,5077
2394,7550,5078
2395,7549,5079
2396,7548,5080
2397,7545,5084
2398,7542,5088
2399,7539,5092
2400,7536,5096
2401,7534,5099
2402,7532,5102
2403,7530,5105
2404,7528,5108
2405,7527,5109
2406,7526,5110
2407,7525,5111
2408,7524,5112
2409,7524,5112
2410,7524,5112
2411,7524,5112
2412,7524,5112
2413,7524,5113
2414,7524,5114
2415,7524,5115
2416,7524,5116
2417,7524,5118
2418,7524,5120
2419,7524,5122
2420,7524,5124
2421,7523,5126
2422,7522,5128
2423,7521,5130
2424,7520,5132
2425,7520,5133
2426,7520,5134
2427,7520,5135
2428,7520,5136
2429,7520,5137
2430,7520,5138
2431,7520,5139
2432,7520,5140
2433,7520,5145
2434,7520,5150
2435,7520,5155
2436,7520,5160
2437,7520,5160
2438,7520,5160
2439,7520,5160
2440,7520,5160
2441,7521,5160
2442,7522,5160
2443,7523,5160
2444,7524,5160
2445,7525,5160
2446,7526,5160
2447,7527,5160
2448,7528,5160
2449,7528,5160
2450,7528,5160
2451,7528,5160
2452,7528,5160
2453,7529,5160
2454,7530,5160
2455,7531,5160
2456,7532,5160
2457,7533,5161
2458,7534,5162
2459,7535,5163
2460,7536,5164
2461,7537,5165
2462,7538,5166
2463,7539,5167
2464,7540,5168
2465,7540,5169
2466,7540,5170
2467,7540,5171
2468,7540,5172
2469,7540,5172
2470,7540,5172
2471,7540,5172
2472,7540,5172
2473,7540,5172
2474,7540,5172
2475,7540,5172
2476,7540,5172
2477,7539,5173
2478,7538,5174
2479,7537,5175
2480,7536,5176
2481,7536,5176
2482,7536,5176
2483,7536,5176
2484,7536,5176
2485,7535,5177
2486,7534,5178
2487,7533,5179
2488,7532,5180
2489,7532,5181
2490,7532,5182
2491,7532,5183
2492,7532,5184
2493,7531,5184
2494,7530,5184
2495,7529,5184
2496,7528,5184
2497,7528,5184
2498,7528,5184
2499,7528,5184
2500,7528,5184
2501,7528,5184
2502,7528,5184
2503,7528,5184
2504,7528,5184
2505,7528,5184
2506,7528,5184
2507,7528,5184
2508,7528,5184
2509,7528,5184
2510,7528,5184
2511,7528,5184
2512,7528,5184
2513,7528,5184
2514,7528,5184
2515,7528,5184
2516,7528,5184
2517,7528,5185
2518,7528,5186
2519,7528,5187
2520,7528,5188
2521,7528,5188
2522,7528,5188
2523,7528,5188
2524,7528,5188
2525,7528,5189
2526,7528,5190
2527,7528,5191
2528,7528,5192
2529,7528,5193
2530,7528,5194
2531,7528,5195
2532,7528,5196
2533,7528,5197
2534,7528,5198
2535,7528,5199
2536,7528,5200
2537,7529,5200
2538,7530,5200
2539,7531,5200
2540,7532,5200
2541,7532,5200
2542,7532,5200
2543,7532,5200
2544,7532,5200
2545,7532,5200
2546,7532,5200
2547,7532,5200
2548,7532,5200
2549,7532,5200
2550,7532,5200
2551,7532,5200
2552,7532,5200
2553,7532,5200
2554,7532,5200
2555,7532,5200
2556,7532,5200
2557,7532,5199
2558,7532,5198
2559,7532,5197
2560,7532,5196
2561,7533,5194
2562,7534,5192
2563,7535,5190
2564,7536,5188
2565,7536,5188
2566,7536,5188
2567,7536,5188
2568,7536,5188
2569,7537,5188
2570,7538,5188
2571,7539,5188
2572,7540,5188
2573,7540,5188
2574,7540,5188
2575,7540,5188
2576,7540,5188
2577,7540,5188
2578,7540,5188
2579,7540,5188
2580,7540,5188
2581,7540,5188
2582,7540,5188
2583,7540,5188
2584,7540,5188
2585,7540,5188
2586,7540,5188
2587,7540,5188
2588,7540,5188
2589,7540,5188
2590,7540,5188
2591,7540,5188
2592,7540,5188
2593,7540,5188
2594,7540,5188
2595,7540,5188
2596,7540,5188
2597,7540,5189
2598,7540,5190
2599,7540,5191
2600,7540,5192
2601,7540,5193
2602,7540,5194
2603,7540,5195
2604,7540,5196
2605,7540,5196
2606,7540,5196
2607,7540,5196
2608,7540,5196
2609,7540,5197
2610,7540,5198
2611,7540,5199
2612,7540,5200
2613,7540,5201
2614,7540,5202
2615,7540,5203
2616,7540,5204
2617,7540,5204
2618,7540,5204
2619,7540,5204
2620,7540,5204
2621,7540,5204
2622,7540,5204
2623,7540,5204
2624,7540,5204
2625,7540,5204
2626,7540,5204
2627,7540,5204
2628,7540,5204
2629,7540,5204
2630,7540,5204
2631,7540,5204
2632,7540,5204
2633,7540,5204
2634,7540,5204
2635,7540,5204
2636,7540,5204
2637,7540,5204
2638,7540,5204
2639,7540,5204
2640,7540,5204
2641,7540,5204
2642,7540,5204
2643,7540,5204
2644,7540,5204
2645,7540,5204
2646,7540,5204
2647,7540,5204
2648,7540,5204
2649,7540,5204
2650,7540,5204
2651,7540,5204
2652,7540,5204
2653,7540,5204
2654,7540,5204
2655,7540,5204
2656,7540,5204
2657,7540,5204
2658,7540,5204
2659,7540,5204
2660,7540,5204
2661,7540,5204
2662,7540,5204
2663,7540,5204
2664,7540,5204
2665,7540,5204
2666,7540,5204
2667,7540,5204
2668,7540,5204
2669,7540,5205
2670,7540,5206
2671,7540,5207
2672,7540,5208
2673,7540,5209
2674,7540,5210
2675,7540,5211
2676,7540,5212
2677,7540,5212
2678,7540,5212
2679,7540,5212
2680,7540,5212
2681,7540,5213
2682,7540,5214
2683,7540,5215
2684,7540,5216
2685,7540,5216
2686,7540,5216
2687,7540,5216
2688,7540,5216
2689,7540,5216
2690,7540,5216
2691,7540,5216
2692,7540,5216
2693,7540,5216
2694,7540,5216
2695,7540,5216
2696,7540,5216
2697,7540,5216
2698,7540,5216
2699,7540,5216
2700,7540,5216
2701,7540,5216
2702,7540,5216
2703,7540,5216
2704,7540,5216
2705,7540,5216
2706,7540,5216
2707,7540,5216
2708,7540,5216
2709,7541,5216
2710,7542,5216
2711,7543,5216
2712,7544,5216
2713,7545,5215
2714,7546,5214
2715,7547,5213
2716,7548,5212
2717,7548,5212
2718,7548,5212
2719,7548,5212
2720,7548,5212
2721,7548,5212
2722,7548,5212
2723,7548,5212
2724,7548,5212
2725,7548,5212
2726,7548,5212
2727,7548,5212
2728,7548,5212
2729,7549,5211
2730,7550,5210
2731,7551,5209
2732,7552,5208
2733,7552,5208
2734,7552,5208
2735,7552,5208
2736,7552,5208
2737,7552,5208
2738,7552,5208
2739,7552,5208
2740,7552,5208
2741,7552,5208
2742,7552,5208
2743,7552,5208
2744,7552,5208
2745,7552,5208
2746,7552,5208
2747,7552,5208
2748,7552,5208
2749,7553,5208
2750,7554,5208
2751,7555,5208
2752,7556,5208
2753,7557,5207
2754,7558,5206
2755,7559,5205
2756,7560,5204
2757,7560,5204
2758,7560,5204
2759,7560,5204
2760,7560,5204
2761,7560,5203
2762,7560,5202
2763,7560,5201
2764,7560,5200
2765,7560,5200
2766,7560,5200
2767,7560,5200
2768,7560,5200
2769,7561,5199
2770,7562,5198
2771,7563,5197
2772,7564,5196
2773,7564,5196
2774,7564,5196
2775,7564,5196
2776,7564,5196
2777,7564,5196
2778,7564,5196
2779,7564,5196
2780,7564,5196
2781,7564,5196
2782,7564,5196
2783,7564,5196
2784,7564,5196
2785,7564,5196
2786,7564,5196
2787,7564,5196
2788,7564,5196
2789,7564,5196
2790,7564,5196
2791,7564,5196
2792,7564,5196
2793,7564,5196
2794,7564,5196
2795,7564,5196
2796,7564,5196
2797,7564,5196
2798,7564,5196
2799,7564,5196
2800,7564,5196
2801,7564,5196
2802,7564,5196
2803,7564,5196
2804,7564,5196
2805,7564,5196
2806,7564,5196
2807,7564,5196
2808,7564,5196
2809,7564,5196
2810,7564,5196
2811,7564,5196
2812,7564,5196
2813,7564,5196
2814,7564,5196
2815,7564,5196
2816,7564,5196
2817,7564,5196
2818,7564,5196
2819,7564,5196
2820,7564,5196
2821,7564,5196
2822,7564,5196
2823,7564,5196
2824,7564,5196
2825,7564,5196
2826,7564,5196
2827,7564,5196
2828,7564,5196
2829,7564,5196
2830,7564,5196
2831,7564,5196
2832,7564,5196
2833,7564,5196
2834,7564,5196
2835,7564,5196
2836,7564,5196
2837,7564,5196
2838,7564,5196
2839,7564,5196
2840,7564,5196
2841,7564,5196
2842,7564,5196
2843,7564,5196
2844,7564,5196
2845,7564,5196
2846,7564,5196
2847,7564,5196
2848,7564,5196
2849,7564,5194
2850,7564,5192
2851,7564,5190
2852,7564,5188
2853,7564,5187
2854,7564,5186
2855,7564,5185
2856,7564,5184
2857,7564,5183
2858,7564,5182
2859,7564,5181
2860,7564,5180
2861,7565,5179
2862,7566,5178
2863,7567,5177
2864,7568,5176
2865,7568,5175
2866,7568,5174
2867,7568,5173
2868,7568,5172
2869,7568,5171
2870,7568,5170
2871,7568,5169
2872,7568,5168
2873,7569,5168
2874,7570,5168
2875,7571,5168
2876,7572,5168
2877,7573,5168
2878,7574,5168
2879,7575,5168
2880,7576,5168
2881,7576,5167
2882,7576,5166
2883,7576,5165
2884,7576,5164
2885,7576,5164
2886,7576,5164
2887,7576,5164
2888,7576,5164
2889,7576,5163
2890,7576,5162
2891,7576,5161
2892,7576,5160
2893,7576,5160
2894,7576,5160
2895,7576,5160
2896,7576,5160
2897,7576,5160
2898,7576,5160
2899,7576,5160
2900,7576,5160
2901,7576,5160
2902,7576,5160
2903,7576,5160
2904,7576,5160
2905,7576,5160
2906,7576,5160
2907,7576,5160
2908,7576,5160
2909,7576,5160
2910,7576,5160
2911,7576,5160
2912,7576,5160
2913,7576,5160
2914,7576,5160
2915,7576,5160
2916,7576,5160
2917,7576,5160
2918,7576,5160
2919,7576,5160
2920,7576,5160
2921,7576,5160
2922,7576,5160
2923,7576,5160
2924,7576,5160
2925,7576,5162
2926,7576,5164
2927,7576,5166
2928,7576,5168
2929,7576,5169
2930,7576,5170
2931,7576,5171
2932,7576,5172
2933,7576,5173
2934,7576,5174
2935,7576,5175
2936,7576,5176
2937,7576,5178
2938,7576,5180
2939,7576,5182
2940,7576,5184
2941,7576,5186
2942,7576,5188
2943,7576,5190
2944,7576,5192
2945,7576,5194
2946,7576,5196
2947,7576,5198
2948,7576,5200
2949,7576,5200
2950,7576,5200
2951,7576,5200
2952,7576,5200
2953,7577,5200
2954,7578,5200
2955,7579,5200
2956,7580,5200
2957,7580,5200
2958,7580,5200
2959,7580,5200
2960,7580,5200
2961,7580,5200
2962,7580,5200
2963,7580,5200
2964,7580,5200
2965,7580,5200
2966,7580,5200
2967,7580,5200
2968,7580,5200
2969,7580,5200
2970,7580,5200
2971,7580,5200
2972,7580,5200
2973,7580,5200
2974,7580,5200
2975,7580,5200
2976,7580,5200
2977,7579,5200
2978,7578,5200
2979,7577,5200
2980,7576,5200
2981,7575,5200
2982,7574,5200
2983,7573,5200
2984,7572,5200
2985,7571,5200
2986,7570,5200
2987,7569,5200
2988,7568,5200
2989,7568,5200
2990,7568,5200
2991,7568,5200
2992,7568,5200
2993,7567,5200
2994,7566,5200
2995,7565,5200
2996,7564,5200
2997,7563,5199
2998,7562,5198
2999,7561,5197
3000,7560,5196
3001,7560,5195
3002,7560,5194
3003,7560,5193
3004,7560,5192
3005,7560,5191
3006,7560,5190
3007,7560,5189
3008,7560,5188
3009,7558,5184
3010,7556,5180
3011,7554,5176
3012,7552,5172
3013,7552,5171
3014,7552,5170
3015,7552,5169
3016,7552,5168
3017,7551,5168
3018,7550,5168
3019,7549,5168
3020,7548,5168
3021,7546,5167
3022,7544,5166
3023,7542,5165
3024,7540,5164
3025,7539,5164
3026,7538,5164
3027,7537,5164
3028,7536,5164
3029,7535,5164
3030,7534,5164
3031,7533,5164
3032,7532,5164
3033,7532,5163
3034,7532,5162
3035,7532,5161
3036,7532,5160
3037,7532,5160
3038,7532,5160
3039,7532,5160
3040,7532,5160
3041,7532,5160
3042,7532,5160
3043,7532,5160
3044,7532,5160
3045,7532,5160
3046,7532,5160
3047,7532,5160
3048,7532,5160
3049,7531,5160
3050,7530,5160
3051,7529,5160
3052,7528,5160
3053,7528,5160
3054,7528,5160
3055,7528,5160
3056,7528,5160
3057,7528,5160
3058,7528,5160
3059,7528,5160
3060,7528,5160
3061,7528,5160
3062,7528,5160
3063,7528,5160
3064,7528,5160
3065,7528,5161
3066,7528,5162
3067,7528,5163
3068,7528,5164
3069,7528,5164
3070,7528,5164
3071,7528,5164
3072,7528,5164
3073,7528,5164
3074,7528,5164
3075,7528,5164
3076,7528,5164
3077,7524,5164
3078,7520,5164
3079,7516,5164
3080,7512,5164
3081,7511,5164
3082,7510,5164
3083,7509,5164
3084,7508,5164
3085,7507,5164
3086,7506,5164
3087,7505,5164
3088,7504,5164
3089,7503,5164
3090,7502,5164
3091,7501,5164
3092,7500,5164
3093,7498,5164
3094,7496,5164
3095,7494,5164
3096,7492,5164
3097,7491,5163
3098,7490,5162
3099,7489,5161
3100,7488,5160
3101,7487,5160
3102,7486,5160
3103,7485,5160
3104,7484,5160
3105,7483,5160
3106,7482,5160
3107,7481,5160
3108,7480,5160
3109,7480,5160
3110,7480,5160
3111,7480,5160
3112,7480,5160
3113,7480,5160
3114,7480,5160
3115,7480,5160
3116,7480,5160
3117,7479,5160
3118,7478,5160
3119,7477,5160
3120,7476,5160
3121,7475,5160
3122,7474,5160
3123,7473,5160
3124,7472,5160
3125,7472,5160
3126,7472,5160
3127,7472,5160
3128,7472,5160
3129,7471,5160
3130,7470,5160
3131,7469,5160
3132,7468,5160
3133,7468,5160
3134,7468,5160
3135,7468,5160
3136,7468,5160
3137,7468,5160
3138,7468,5160
3139,7468,5160
3140,7468,5160
3141,7467,5160
3142,7466,5160
3143,7465,5160
3144,7464,5160
3145,7463,5160
3146,7462,5160
3147,7461,5160
3148,7460,5160
3149,7460,5160
3150,7460,5160
3151,7460,5160
3152,7460,5160
3153,7460,5160
3154,7460,5160
3155,7460,5160
3156,7460,5160
3157,7460,5160
3158,7460,5160
3159,7460,5160
3160,7460,5160
3161,7459,5160
3162,7458,5160
3163,7457,5160
3164,7456,5160
3165,7455,5160
3166,7454,5160
3167,7453,5160
3168,7452,5160
3169,7452,5160
3170,7452,5160
3171,7452,5160
3172,7452,5160
3173,7453,5161
3174,7454,5162
3175,7455,5163
3176,7456,5164
3177,7457,5169
3178,7458,5174
3179,7459,5179
3180,7460,5184
3181,7462,5186
3182,7464,5188
3183,7466,5190
3184,7468,5192
3185,7470,5195
3186,7472,5198
3187,7474,5201
3188,7476,5204
3189,7477,5205
3190,7478,5206
3191,7479,5207
3192,7480,5208
3193,7481,5208
3194,7482,5208
3195,7483,5208
3196,7484,5208
3197,7485,5208
3198,7486,5208
3199,7487,5208
3200,7488,5208
3201,7487,5207
3202,7486,5206
3203,7485,5205
3204,7484,5204
3205,7483,5204
3206,7482,5204
3207,7481,5204
3208,7480,5204
3209,7479,5204
3210,7478,5204
3211,7477,5204
3212,7476,5204
3213,7475,5204
3214,7474,5204
3215,7473,5204
3216,7472,5204
3217,7471,5204
3218,7470,5204
