Z: 0, X: 0, Y: 0
Z: 776, X: 1296, Y: 708
Z: 777, X: 1296, Y: 708
Z: 778, X: 1296, Y: 708
Z: 779, X: 1296, Y: 708
Z: 780, X: 1296, Y: 708
Z: 781, X: 1296, Y: 709
Z: 782, X: 1296, Y: 709
Z: 783, X: 1296, Y: 709
Z: 784, X: 1296, Y: 710
Z: 785, X: 1298, Y: 712
Z: 786, X: 1298, Y: 712
Z: 787, X: 1298, Y: 712
Z: 788, X: 1299, Y: 712
Z: 789, X: 1299, Y: 712
Z: 790, X: 1300, Y: 712
Z: 791, X: 1302, Y: 713
Z: 792, X: 1305, Y: 713
Z: 793, X: 1306, Y: 713
Z: 794, X: 1306, Y: 713
Z: 795, X: 1306, Y: 713
Z: 796, X: 1306, Y: 714
Z: 797, X: 1306, Y: 714
Z: 798, X: 1306, Y: 714
Z: 799, X: 1306, Y: 714
Z: 800, X: 1306, Y: 714
Z: 801, X: 1306, Y: 714
Z: 802, X: 1306, Y: 714
Z: 803, X: 1306, Y: 714
Z: 804, X: 1306, Y: 714
Z: 805, X: 1306, Y: 714
Z: 806, X: 1307, Y: 714
Z: 807, X: 1308, Y: 714
Z: 808, X: 1309, Y: 714
Z: 809, X: 1309, Y: 714
Z: 810, X: 1310, Y: 714
Z: 811, X: 1313, Y: 714
Z: 812, X: 1315, Y: 713
Z: 813, X: 1316, Y: 713
Z: 814, X: 1317, Y: 713
Z: 815, X: 1317, Y: 713
Z: 816, X: 1317, Y: 713
Z: 817, X: 1317, Y: 713
Z: 818, X: 1316, Y: 714
Z: 819, X: 1316, Y: 714
Z: 820, X: 1316, Y: 715
Z: 821, X: 1315, Y: 715
Z: 822, X: 1315, Y: 716
Z: 823, X: 1315, Y: 716
Z: 824, X: 1314, Y: 717
Z: 825, X: 1314, Y: 718
Z: 826, X: 1314, Y: 718
Z: 827, X: 1313, Y: 718
Z: 828, X: 1313, Y: 718
Z: 829, X: 1313, Y: 718
Z: 830, X: 1313, Y: 718
Z: 831, X: 1312, Y: 718
Z: 832, X: 1311, Y: 718
Z: 833, X: 1307, Y: 719
Z: 834, X: 1306, Y: 719
Z: 835, X: 1306, Y: 719
Z: 836, X: 1306, Y: 719
Z: 837, X: 1306, Y: 719
Z: 838, X: 1306, Y: 719
Z: 839, X: 1306, Y: 720
Z: 840, X: 1306, Y: 720
Z: 841, X: 1306, Y: 720
Z: 842, X: 1306, Y: 720
Z: 843, X: 1306, Y: 720
Z: 844, X: 1306, Y: 720
Z: 845, X: 1306, Y: 720
Z: 846, X: 1306, Y: 721
Z: 847, X: 1306, Y: 721
Z: 848, X: 1306, Y: 722
Z: 849, X: 1306, Y: 723
Z: 850, X: 1306, Y: 726
Z: 851, X: 1306, Y: 728
Z: 852, X: 1306, Y: 728
Z: 853, X: 1306, Y: 728
Z: 854, X: 1306, Y: 728
Z: 855, X: 1306, Y: 728
Z: 856, X: 1306, Y: 729
Z: 857, X: 1306, Y: 731
Z: 858, X: 1305, Y: 731
Z: 859, X: 1305, Y: 732
Z: 860, X: 1304, Y: 732
Z: 861, X: 1304, Y: 732
Z: 862, X: 1303, Y: 732
Z: 863, X: 1303, Y: 732
Z: 864, X: 1303, Y: 732
Z: 865, X: 1303, Y: 732
Z: 866, X: 1302, Y: 732
Z: 867, X: 1302, Y: 732
Z: 868, X: 1302, Y: 732
Z: 869, X: 1302, Y: 732
Z: 870, X: 1302, Y: 732
Z: 871, X: 1301, Y: 732
Z: 872, X: 1300, Y: 732
Z: 873, X: 1300, Y: 732
Z: 874, X: 1299, Y: 732
Z: 875, X: 1299, Y: 733
Z: 876, X: 1298, Y: 733
Z: 877, X: 1297, Y: 733
Z: 878, X: 1297, Y: 734
Z: 879, X: 1297, Y: 734
Z: 880, X: 1296, Y: 734
Z: 881, X: 1295, Y: 734
Z: 882, X: 1295, Y: 734
Z: 883, X: 1295, Y: 734
Z: 884, X: 1295, Y: 734
Z: 885, X: 1295, Y: 734
Z: 886, X: 1295, Y: 734
Z: 887, X: 1295, Y: 734
Z: 888, X: 1295, Y: 734
Z: 889, X: 1295, Y: 734
Z: 890, X: 1295, Y: 734
Z: 891, X: 1295, Y: 734
Z: 892, X: 1295, Y: 734
Z: 893, X: 1295, Y: 734
Z: 894, X: 1295, Y: 734
Z: 895, X: 1295, Y: 734
Z: 896, X: 1295, Y: 734
Z: 897, X: 1295, Y: 734
Z: 898, X: 1295, Y: 733
Z: 899, X: 1295, Y: 733
Z: 900, X: 1295, Y: 733
Z: 901, X: 1295, Y: 733
Z: 902, X: 1295, Y: 733
Z: 903, X: 1295, Y: 733
Z: 904, X: 1295, Y: 733
Z: 905, X: 1295, Y: 733
Z: 906, X: 1295, Y: 733
Z: 907, X: 1295, Y: 733
Z: 908, X: 1295, Y: 733
Z: 909, X: 1295, Y: 733
Z: 910, X: 1295, Y: 733
Z: 911, X: 1295, Y: 733
Z: 912, X: 1295, Y: 733
Z: 913, X: 1295, Y: 733
Z: 914, X: 1294, Y: 734
Z: 915, X: 1293, Y: 736
Z: 916, X: 1292, Y: 737
Z: 917, X: 1292, Y: 737
Z: 918, X: 1292, Y: 737
Z: 919, X: 1292, Y: 737
Z: 920, X: 1292, Y: 737
Z: 921, X: 1292, Y: 737
Z: 922, X: 1292, Y: 737
Z: 923, X: 1292, Y: 737
Z: 924, X: 1292, Y: 737
Z: 925, X: 1292, Y: 737
Z: 926, X: 1292, Y: 737
Z: 927, X: 1292, Y: 737
Z: 928, X: 1292, Y: 738
Z: 929, X: 1292, Y: 738
Z: 930, X: 1292, Y: 738
Z: 931, X: 1293, Y: 738
Z: 932, X: 1294, Y: 738
Z: 933, X: 1295, Y: 738
Z: 934, X: 1297, Y: 738
Z: 935, X: 1300, Y: 738
Z: 936, X: 1301, Y: 738
Z: 937, X: 1301, Y: 738
Z: 938, X: 1301, Y: 738
Z: 939, X: 1300, Y: 739
Z: 940, X: 1299, Y: 740
Z: 941, X: 1299, Y: 741
Z: 942, X: 1298, Y: 742
Z: 943, X: 1298, Y: 742
Z: 944, X: 1298, Y: 742
Z: 945, X: 1298, Y: 742
Z: 946, X: 1298, Y: 742
Z: 947, X: 1298, Y: 742
Z: 948, X: 1298, Y: 742
Z: 949, X: 1298, Y: 742
Z: 950, X: 1298, Y: 742
Z: 951, X: 1298, Y: 742
Z: 952, X: 1298, Y: 742
Z: 953, X: 1298, Y: 742
Z: 954, X: 1298, Y: 742
Z: 955, X: 1298, Y: 742
Z: 956, X: 1298, Y: 742
Z: 957, X: 1298, Y: 742
Z: 958, X: 1297, Y: 742
Z: 959, X: 1296, Y: 742
Z: 960, X: 1296, Y: 742
Z: 961, X: 1295, Y: 743
Z: 962, X: 1295, Y: 743
Z: 963, X: 1294, Y: 743
Z: 964, X: 1294, Y: 743
Z: 965, X: 1294, Y: 743
Z: 966, X: 1294, Y: 743
Z: 967, X: 1294, Y: 743
Z: 968, X: 1295, Y: 743
Z: 969, X: 1295, Y: 743
Z: 970, X: 1295, Y: 743
Z: 971, X: 1296, Y: 743
Z: 972, X: 1296, Y: 743
Z: 973, X: 1296, Y: 743
Z: 974, X: 1296, Y: 743
Z: 975, X: 1296, Y: 743
Z: 976, X: 1296, Y: 743
Z: 977, X: 1295, Y: 747
Z: 978, X: 1295, Y: 747
Z: 979, X: 1295, Y: 747
Z: 980, X: 1295, Y: 747
Z: 981, X: 1295, Y: 747
Z: 982, X: 1295, Y: 747
Z: 983, X: 1295, Y: 747
Z: 984, X: 1295, Y: 747
Z: 985, X: 1295, Y: 747
Z: 986, X: 1295, Y: 747
Z: 987, X: 1295, Y: 747
Z: 988, X: 1295, Y: 747
Z: 989, X: 1295, Y: 747
Z: 990, X: 1295, Y: 747
Z: 991, X: 1295, Y: 747
Z: 992, X: 1295, Y: 747
Z: 993, X: 1295, Y: 747
Z: 994, X: 1295, Y: 747
Z: 995, X: 1295, Y: 747
Z: 996, X: 1295, Y: 747
Z: 997, X: 1295, Y: 747
Z: 998, X: 1295, Y: 747
Z: 999, X: 1295, Y: 747
Z: 1000, X: 1295, Y: 747
Z: 1001, X: 1295, Y: 747
Z: 1002, X: 1295, Y: 747
Z: 1003, X: 1296, Y: 746
Z: 1004, X: 1296, Y: 745
Z: 1005, X: 1297, Y: 745
Z: 1006, X: 1297, Y: 745
Z: 1007, X: 1297, Y: 744
Z: 1008, X: 1297, Y: 744
Z: 1009, X: 1297, Y: 744
Z: 1010, X: 1296, Y: 745
Z: 1011, X: 1296, Y: 745
Z: 1012, X: 1296, Y: 745
Z: 1013, X: 1296, Y: 745
Z: 1014, X: 1295, Y: 745
Z: 1015, X: 1295, Y: 746
Z: 1016, X: 1295, Y: 746
Z: 1017, X: 1295, Y: 746
Z: 1018, X: 1295, Y: 746
Z: 1019, X: 1295, Y: 746
Z: 1020, X: 1295, Y: 746
Z: 1021, X: 1293, Y: 748
Z: 1022, X: 1291, Y: 749
Z: 1023, X: 1291, Y: 749
Z: 1024, X: 1291, Y: 749
Z: 1025, X: 1291, Y: 749
Z: 1026, X: 1291, Y: 749
Z: 1027, X: 1291, Y: 749
Z: 1028, X: 1291, Y: 749
Z: 1029, X: 1291, Y: 749
Z: 1030, X: 1291, Y: 749
Z: 1031, X: 1291, Y: 749
Z: 1032, X: 1291, Y: 749
Z: 1033, X: 1291, Y: 749
Z: 1034, X: 1291, Y: 749
Z: 1035, X: 1291, Y: 749
Z: 1036, X: 1291, Y: 749
Z: 1037, X: 1291, Y: 749
Z: 1038, X: 1291, Y: 749
Z: 1039, X: 1291, Y: 749
Z: 1040, X: 1291, Y: 750
Z: 1041, X: 1291, Y: 751
Z: 1042, X: 1291, Y: 751
Z: 1043, X: 1291, Y: 751
Z: 1044, X: 1291, Y: 751
Z: 1045, X: 1291, Y: 751
Z: 1046, X: 1291, Y: 751
Z: 1047, X: 1291, Y: 751
Z: 1048, X: 1291, Y: 751
Z: 1049, X: 1291, Y: 751
Z: 1050, X: 1291, Y: 751
Z: 1051, X: 1291, Y: 751
Z: 1052, X: 1291, Y: 751
Z: 1053, X: 1291, Y: 751
Z: 1054, X: 1291, Y: 751
Z: 1055, X: 1291, Y: 751
Z: 1056, X: 1291, Y: 751
Z: 1057, X: 1291, Y: 751
Z: 1058, X: 1291, Y: 751
Z: 1059, X: 1291, Y: 751
Z: 1060, X: 1291, Y: 751
Z: 1061, X: 1291, Y: 751
Z: 1062, X: 1291, Y: 751
Z: 1063, X: 1291, Y: 751
Z: 1064, X: 1291, Y: 751
Z: 1065, X: 1291, Y: 751
Z: 1066, X: 1291, Y: 751
Z: 1067, X: 1291, Y: 751
Z: 1068, X: 1291, Y: 751
Z: 1069, X: 1291, Y: 751
Z: 1070, X: 1291, Y: 751
Z: 1071, X: 1291, Y: 751
Z: 1072, X: 1291, Y: 751
Z: 1073, X: 1291, Y: 751
Z: 1074, X: 1291, Y: 751
Z: 1075, X: 1291, Y: 751
Z: 1076, X: 1291, Y: 751
Z: 1077, X: 1291, Y: 752
Z: 1078, X: 1291, Y: 752
Z: 1079, X: 1291, Y: 752
Z: 1080, X: 1291, Y: 752
Z: 1081, X: 1291, Y: 753
Z: 1082, X: 1292, Y: 754
Z: 1083, X: 1292, Y: 754
Z: 1084, X: 1292, Y: 754
Z: 1085, X: 1292, Y: 754
Z: 1086, X: 1292, Y: 754
Z: 1087, X: 1292, Y: 754
Z: 1088, X: 1292, Y: 754
Z: 1089, X: 1292, Y: 754
Z: 1090, X: 1292, Y: 754
Z: 1091, X: 1292, Y: 754
Z: 1092, X: 1292, Y: 754
Z: 1093, X: 1292, Y: 754
Z: 1094, X: 1292, Y: 754
Z: 1095, X: 1292, Y: 754
Z: 1096, X: 1292, Y: 754
Z: 1097, X: 1292, Y: 754
Z: 1098, X: 1292, Y: 754
Z: 1099, X: 1292, Y: 754
Z: 1100, X: 1292, Y: 754
Z: 1101, X: 1292, Y: 754
Z: 1102, X: 1292, Y: 754
Z: 1103, X: 1292, Y: 754
Z: 1104, X: 1292, Y: 755
Z: 1105, X: 1292, Y: 757
Z: 1106, X: 1292, Y: 757
Z: 1107, X: 1292, Y: 757
Z: 1108, X: 1292, Y: 757
Z: 1109, X: 1292, Y: 757
Z: 1110, X: 1292, Y: 757
Z: 1111, X: 1292, Y: 757
Z: 1112, X: 1292, Y: 757
Z: 1113, X: 1292, Y: 758
Z: 1114, X: 1292, Y: 758
Z: 1115, X: 1292, Y: 758
Z: 1116, X: 1292, Y: 758
Z: 1117, X: 1292, Y: 758
Z: 1118, X: 1292, Y: 758
Z: 1119, X: 1292, Y: 758
Z: 1120, X: 1292, Y: 758
Z: 1121, X: 1292, Y: 758
Z: 1122, X: 1292, Y: 758
Z: 1123, X: 1291, Y: 758
Z: 1124, X: 1291, Y: 758
Z: 1125, X: 1291, Y: 758
Z: 1126, X: 1291, Y: 758
Z: 1127, X: 1291, Y: 758
Z: 1128, X: 1291, Y: 758
Z: 1129, X: 1291, Y: 758
Z: 1130, X: 1291, Y: 758
Z: 1131, X: 1291, Y: 759
Z: 1132, X: 1291, Y: 759
Z: 1133, X: 1291, Y: 759
Z: 1134, X: 1291, Y: 759
Z: 1135, X: 1291, Y: 759
Z: 1136, X: 1291, Y: 759
Z: 1137, X: 1291, Y: 759
Z: 1138, X: 1291, Y: 759
Z: 1139, X: 1291, Y: 759
Z: 1140, X: 1291, Y: 760
Z: 1141, X: 1291, Y: 760
Z: 1142, X: 1291, Y: 760
Z: 1143, X: 1291, Y: 760
Z: 1144, X: 1291, Y: 760
Z: 1145, X: 1291, Y: 760
Z: 1146, X: 1291, Y: 760
Z: 1147, X: 1291, Y: 760
Z: 1148, X: 1291, Y: 760
Z: 1149, X: 1291, Y: 760
Z: 1150, X: 1291, Y: 761
Z: 1151, X: 1291, Y: 761
Z: 1152, X: 1290, Y: 762
Z: 1153, X: 1290, Y: 764
Z: 1154, X: 1290, Y: 764
Z: 1155, X: 1290, Y: 764
Z: 1156, X: 1290, Y: 764
Z: 1157, X: 1290, Y: 764
Z: 1158, X: 1290, Y: 765
Z: 1159, X: 1289, Y: 766
Z: 1160, X: 1288, Y: 767
Z: 1161, X: 1288, Y: 767
Z: 1162, X: 1288, Y: 767
Z: 1163, X: 1288, Y: 767
Z: 1164, X: 1288, Y: 767
Z: 1165, X: 1288, Y: 767
Z: 1166, X: 1288, Y: 767
Z: 1167, X: 1288, Y: 767
Z: 1168, X: 1288, Y: 767
Z: 1169, X: 1286, Y: 770
Z: 1170, X: 1285, Y: 771
Z: 1171, X: 1285, Y: 772
Z: 1172, X: 1285, Y: 772
Z: 1173, X: 1285, Y: 772
Z: 1174, X: 1285, Y: 772
Z: 1175, X: 1285, Y: 772
Z: 1176, X: 1285, Y: 772
Z: 1177, X: 1285, Y: 772
Z: 1178, X: 1285, Y: 772
Z: 1179, X: 1285, Y: 772
Z: 1180, X: 1285, Y: 772
Z: 1181, X: 1285, Y: 773
Z: 1182, X: 1285, Y: 773
Z: 1183, X: 1285, Y: 773
Z: 1184, X: 1285, Y: 774
Z: 1185, X: 1285, Y: 774
Z: 1186, X: 1285, Y: 774
Z: 1187, X: 1285, Y: 775
Z: 1188, X: 1285, Y: 775
Z: 1189, X: 1285, Y: 776
Z: 1190, X: 1285, Y: 778
Z: 1191, X: 1285, Y: 778
Z: 1192, X: 1285, Y: 778
Z: 1193, X: 1285, Y: 778
Z: 1194, X: 1285, Y: 778
Z: 1195, X: 1285, Y: 778
Z: 1196, X: 1285, Y: 778
Z: 1197, X: 1285, Y: 778
Z: 1198, X: 1285, Y: 778
Z: 1199, X: 1285, Y: 779
Z: 1200, X: 1285, Y: 779
Z: 1201, X: 1285, Y: 781
Z: 1202, X: 1285, Y: 781
Z: 1203, X: 1285, Y: 781
Z: 1204, X: 1285, Y: 782
Z: 1205, X: 1285, Y: 782
Z: 1206, X: 1285, Y: 783
Z: 1207, X: 1285, Y: 785
Z: 1208, X: 1285, Y: 786
Z: 1209, X: 1285, Y: 788
Z: 1210, X: 1285, Y: 789
Z: 1211, X: 1285, Y: 791
Z: 1212, X: 1285, Y: 794
Z: 1213, X: 1284, Y: 797
Z: 1214, X: 1284, Y: 798
Z: 1215, X: 1284, Y: 798
Z: 1216, X: 1284, Y: 798
Z: 1217, X: 1281, Y: 801
Z: 1218, X: 1281, Y: 802
Z: 1219, X: 1281, Y: 802
Z: 1220, X: 1281, Y: 802
Z: 1221, X: 1281, Y: 802
Z: 1222, X: 1281, Y: 802
Z: 1223, X: 1280, Y: 801
Z: 1224, X: 1280, Y: 801
Z: 1225, X: 1280, Y: 800
Z: 1226, X: 1280, Y: 800
Z: 1227, X: 1280, Y: 800
Z: 1228, X: 1280, Y: 800
Z: 1229, X: 1280, Y: 800
Z: 1230, X: 1280, Y: 800
Z: 1231, X: 1280, Y: 801
Z: 1232, X: 1279, Y: 801
Z: 1233, X: 1279, Y: 802
Z: 1234, X: 1279, Y: 803
Z: 1235, X: 1279, Y: 803
Z: 1236, X: 1279, Y: 803
Z: 1237, X: 1279, Y: 803
Z: 1238, X: 1279, Y: 803
Z: 1239, X: 1279, Y: 803
Z: 1240, X: 1279, Y: 803
Z: 1241, X: 1279, Y: 803
Z: 1242, X: 1279, Y: 803
Z: 1243, X: 1279, Y: 803
Z: 1244, X: 1279, Y: 803
Z: 1245, X: 1279, Y: 803
Z: 1246, X: 1279, Y: 803
Z: 1247, X: 1279, Y: 803
Z: 1248, X: 1279, Y: 803
Z: 1249, X: 1279, Y: 803
Z: 1250, X: 1279, Y: 803
Z: 1251, X: 1279, Y: 804
Z: 1252, X: 1279, Y: 805
Z: 1253, X: 1279, Y: 806
Z: 1254, X: 1279, Y: 808
Z: 1255, X: 1279, Y: 809
Z: 1256, X: 1279, Y: 809
Z: 1257, X: 1280, Y: 809
Z: 1258, X: 1280, Y: 809
Z: 1259, X: 1280, Y: 809
Z: 1260, X: 1280, Y: 809
Z: 1261, X: 1280, Y: 809
Z: 1262, X: 1280, Y: 809
Z: 1263, X: 1280, Y: 810
Z: 1264, X: 1280, Y: 810
Z: 1265, X: 1280, Y: 812
Z: 1266, X: 1279, Y: 813
Z: 1267, X: 1279, Y: 813
Z: 1268, X: 1279, Y: 813
Z: 1269, X: 1279, Y: 813
Z: 1270, X: 1279, Y: 813
Z: 1271, X: 1279, Y: 813
Z: 1272, X: 1279, Y: 814
Z: 1273, X: 1279, Y: 814
Z: 1274, X: 1279, Y: 815
Z: 1275, X: 1279, Y: 815
Z: 1276, X: 1278, Y: 816
Z: 1277, X: 1278, Y: 817
Z: 1278, X: 1278, Y: 817
Z: 1279, X: 1278, Y: 817
Z: 1280, X: 1278, Y: 817
Z: 1281, X: 1278, Y: 817
Z: 1282, X: 1278, Y: 818
Z: 1283, X: 1278, Y: 818
Z: 1284, X: 1278, Y: 818
Z: 1285, X: 1278, Y: 818
Z: 1286, X: 1278, Y: 818
Z: 1287, X: 1278, Y: 818
Z: 1288, X: 1279, Y: 819
Z: 1289, X: 1279, Y: 819
Z: 1290, X: 1280, Y: 820
Z: 1291, X: 1280, Y: 821
Z: 1292, X: 1280, Y: 821
Z: 1293, X: 1281, Y: 822
Z: 1294, X: 1281, Y: 822
Z: 1295, X: 1281, Y: 822
Z: 1296, X: 1281, Y: 822
Z: 1297, X: 1281, Y: 822
Z: 1298, X: 1283, Y: 823
Z: 1299, X: 1283, Y: 823
Z: 1300, X: 1283, Y: 823
Z: 1301, X: 1284, Y: 824
Z: 1302, X: 1285, Y: 824
Z: 1303, X: 1285, Y: 824
Z: 1304, X: 1286, Y: 825
Z: 1305, X: 1287, Y: 826
Z: 1306, X: 1288, Y: 827
Z: 1307, X: 1289, Y: 828
Z: 1308, X: 1289, Y: 829
Z: 1309, X: 1289, Y: 829
Z: 1310, X: 1290, Y: 830
Z: 1311, X: 1290, Y: 832
Z: 1312, X: 1290, Y: 833
Z: 1313, X: 1291, Y: 835
Z: 1314, X: 1291, Y: 835
Z: 1315, X: 1292, Y: 835
Z: 1316, X: 1292, Y: 835
Z: 1317, X: 1292, Y: 835
Z: 1318, X: 1292, Y: 835
Z: 1319, X: 1292, Y: 835
Z: 1320, X: 1292, Y: 835
Z: 1321, X: 1292, Y: 835
Z: 1322, X: 1292, Y: 835
Z: 1323, X: 1292, Y: 837
Z: 1324, X: 1292, Y: 839
Z: 1325, X: 1291, Y: 841
Z: 1326, X: 1291, Y: 842
Z: 1327, X: 1291, Y: 843
Z: 1328, X: 1292, Y: 843
Z: 1329, X: 1292, Y: 843
Z: 1330, X: 1292, Y: 843
Z: 1331, X: 1292, Y: 843
Z: 1332, X: 1292, Y: 843
Z: 1333, X: 1292, Y: 843
Z: 1334, X: 1292, Y: 843
Z: 1335, X: 1292, Y: 843
Z: 1336, X: 1292, Y: 843
Z: 1337, X: 1292, Y: 843
Z: 1338, X: 1291, Y: 845
Z: 1339, X: 1290, Y: 846
Z: 1340, X: 1289, Y: 846
Z: 1341, X: 1289, Y: 847
Z: 1342, X: 1288, Y: 847
Z: 1343, X: 1286, Y: 848
Z: 1344, X: 1285, Y: 848
Z: 1345, X: 1283, Y: 849
Z: 1346, X: 1283, Y: 849
Z: 1347, X: 1283, Y: 849
Z: 1348, X: 1283, Y: 849
Z: 1349, X: 1283, Y: 849
Z: 1350, X: 1283, Y: 849
Z: 1351, X: 1282, Y: 849
Z: 1352, X: 1281, Y: 850
Z: 1353, X: 1280, Y: 852
Z: 1354, X: 1280, Y: 853
Z: 1355, X: 1279, Y: 853
Z: 1356, X: 1278, Y: 854
Z: 1357, X: 1278, Y: 854
Z: 1358, X: 1278, Y: 854
Z: 1359, X: 1277, Y: 854
Z: 1360, X: 1277, Y: 855
Z: 1361, X: 1276, Y: 856
Z: 1362, X: 1275, Y: 856
Z: 1363, X: 1274, Y: 857
Z: 1364, X: 1274, Y: 857
Z: 1365, X: 1274, Y: 857
Z: 1366, X: 1274, Y: 857
Z: 1367, X: 1274, Y: 857
Z: 1368, X: 1274, Y: 857
Z: 1369, X: 1274, Y: 857
Z: 1370, X: 1274, Y: 857
Z: 1371, X: 1274, Y: 857
Z: 1372, X: 1274, Y: 857
Z: 1373, X: 1274, Y: 857
Z: 1374, X: 1274, Y: 857
Z: 1375, X: 1274, Y: 858
Z: 1376, X: 1274, Y: 858
Z: 1377, X: 1273, Y: 861
Z: 1378, X: 1273, Y: 862
Z: 1379, X: 1272, Y: 863
Z: 1380, X: 1272, Y: 863
Z: 1381, X: 1272, Y: 863
Z: 1382, X: 1272, Y: 863
Z: 1383, X: 1272, Y: 863
Z: 1384, X: 1272, Y: 863
Z: 1385, X: 1272, Y: 864
Z: 1386, X: 1272, Y: 865
Z: 1387, X: 1272, Y: 865
Z: 1388, X: 1272, Y: 866
Z: 1389, X: 1272, Y: 866
Z: 1390, X: 1272, Y: 867
Z: 1391, X: 1271, Y: 867
Z: 1392, X: 1271, Y: 867
Z: 1393, X: 1271, Y: 867
Z: 1394, X: 1271, Y: 867
Z: 1395, X: 1271, Y: 868
Z: 1396, X: 1271, Y: 868
Z: 1397, X: 1271, Y: 868
Z: 1398, X: 1271, Y: 868
Z: 1399, X: 1271, Y: 868
Z: 1400, X: 1271, Y: 868
Z: 1401, X: 1271, Y: 868
Z: 1402, X: 1271, Y: 868
Z: 1403, X: 1271, Y: 868
Z: 1404, X: 1270, Y: 868
Z: 1405, X: 1270, Y: 868
Z: 1406, X: 1270, Y: 868
Z: 1407, X: 1269, Y: 868
Z: 1408, X: 1268, Y: 870
Z: 1409, X: 1267, Y: 872
Z: 1410, X: 1267, Y: 872
Z: 1411, X: 1267, Y: 873
Z: 1412, X: 1267, Y: 873
Z: 1413, X: 1267, Y: 874
Z: 1414, X: 1267, Y: 874
Z: 1415, X: 1267, Y: 874
Z: 1416, X: 1267, Y: 877
Z: 1417, X: 1267, Y: 879
Z: 1418, X: 1266, Y: 880
Z: 1419, X: 1266, Y: 881
Z: 1420, X: 1266, Y: 882
Z: 1421, X: 1266, Y: 883
Z: 1422, X: 1266, Y: 884
Z: 1423, X: 1266, Y: 886
Z: 1424, X: 1265, Y: 887
Z: 1425, X: 1265, Y: 894
Z: 1426, X: 1265, Y: 895
Z: 1427, X: 1265, Y: 895
Z: 1428, X: 1265, Y: 896
Z: 1429, X: 1265, Y: 896
Z: 1430, X: 1265, Y: 896
Z: 1431, X: 1265, Y: 896
Z: 1432, X: 1265, Y: 896
Z: 1433, X: 1265, Y: 896
Z: 1434, X: 1265, Y: 896
Z: 1435, X: 1265, Y: 896
Z: 1436, X: 1265, Y: 896
Z: 1437, X: 1265, Y: 897
Z: 1438, X: 1266, Y: 898
Z: 1439, X: 1267, Y: 899
Z: 1440, X: 1268, Y: 899
Z: 1441, X: 1272, Y: 899
Z: 1442, X: 1272, Y: 899
Z: 1443, X: 1273, Y: 899
Z: 1444, X: 1273, Y: 898
Z: 1445, X: 1274, Y: 898
Z: 1446, X: 1274, Y: 898
Z: 1447, X: 1275, Y: 897
Z: 1448, X: 1275, Y: 897
Z: 1449, X: 1276, Y: 897
Z: 1450, X: 1277, Y: 897
Z: 1451, X: 1279, Y: 898
Z: 1452, X: 1280, Y: 899
Z: 1453, X: 1281, Y: 900
Z: 1454, X: 1282, Y: 901
Z: 1455, X: 1283, Y: 902
Z: 1456, X: 1284, Y: 904
Z: 1457, X: 1286, Y: 906
Z: 1458, X: 1286, Y: 907
Z: 1459, X: 1287, Y: 909
Z: 1460, X: 1287, Y: 911
Z: 1461, X: 1287, Y: 913
Z: 1462, X: 1287, Y: 916
Z: 1463, X: 1286, Y: 919
Z: 1464, X: 1285, Y: 922
Z: 1465, X: 1284, Y: 924
Z: 1466, X: 1284, Y: 926
Z: 1467, X: 1283, Y: 928
Z: 1468, X: 1282, Y: 931
Z: 1469, X: 1282, Y: 933
Z: 1470, X: 1281, Y: 934
Z: 1471, X: 1281, Y: 935
Z: 1472, X: 1281, Y: 936
Z: 1473, X: 1281, Y: 938
Z: 1474, X: 1281, Y: 939
Z: 1475, X: 1280, Y: 940
Z: 1476, X: 1280, Y: 940
Z: 1477, X: 1280, Y: 941
Z: 1478, X: 1280, Y: 941
Z: 1479, X: 1280, Y: 943
Z: 1480, X: 1278, Y: 947
Z: 1481, X: 1277, Y: 951
Z: 1482, X: 1277, Y: 953
Z: 1483, X: 1276, Y: 953
Z: 1484, X: 1276, Y: 954
Z: 1485, X: 1276, Y: 955
Z: 1486, X: 1275, Y: 957
Z: 1487, X: 1274, Y: 960
Z: 1488, X: 1273, Y: 962
Z: 1489, X: 1268, Y: 970
Z: 1490, X: 1267, Y: 972
Z: 1491, X: 1266, Y: 973
Z: 1492, X: 1266, Y: 973
Z: 1493, X: 1266, Y: 974
Z: 1494, X: 1266, Y: 976
Z: 1495, X: 1265, Y: 980
Z: 1496, X: 1265, Y: 984
Z: 1497, X: 1265, Y: 985
Z: 1498, X: 1265, Y: 985
Z: 1499, X: 1265, Y: 985
Z: 1500, X: 1265, Y: 985
Z: 1501, X: 1265, Y: 985
Z: 1502, X: 1265, Y: 985
Z: 1503, X: 1265, Y: 987
Z: 1504, X: 1265, Y: 989
Z: 1505, X: 1266, Y: 990
Z: 1506, X: 1266, Y: 990
Z: 1507, X: 1267, Y: 990
Z: 1508, X: 1268, Y: 990
Z: 1509, X: 1268, Y: 990
Z: 1510, X: 1269, Y: 990
Z: 1511, X: 1270, Y: 990
Z: 1512, X: 1271, Y: 990
Z: 1513, X: 1271, Y: 990
Z: 1514, X: 1274, Y: 992
Z: 1515, X: 1278, Y: 994
Z: 1516, X: 1282, Y: 997
Z: 1517, X: 1285, Y: 999
Z: 1518, X: 1289, Y: 1000
Z: 1519, X: 1292, Y: 1002
Z: 1520, X: 1294, Y: 1003
Z: 1521, X: 1300, Y: 1006
Z: 1522, X: 1301, Y: 1006
