/Users/forrest/miniconda3/bin/python /Users/forrest/vesuviusfullsolve/scripts/viewer2d.py
Z: 0, Y: 0, X: 0
Z: 797, Y: 115, X: 842
Z: 798, Y: 107, X: 833
Z: 799, Y: 102, X: 821
Z: 800, Y: 98, X: 804
Z: 801, Y: 95, X: 790
Z: 802, Y: 95, X: 770
Z: 803, Y: 97, X: 753
Z: 804, Y: 97, X: 739
Z: 805, Y: 97, X: 720
Z: 806, Y: 100, X: 706
Z: 807, Y: 106, X: 694
Z: 808, Y: 114, X: 682
Z: 809, Y: 121, X: 672
Z: 810, Y: 126, X: 668
Z: 811, Y: 126, X: 668
Z: 812, Y: 126, X: 668
Z: 813, Y: 128, X: 655
Z: 814, Y: 133, X: 616
Z: 815, Y: 130, X: 598
Z: 816, Y: 124, X: 573
Z: 817, Y: 122, X: 553
Z: 818, Y: 120, X: 535
Z: 819, Y: 117, X: 518
Z: 820, Y: 112, X: 498
Z: 821, Y: 108, X: 468
Z: 822, Y: 107, X: 459
Z: 823, Y: 107, X: 459
Z: 824, Y: 107, X: 459
Z: 825, Y: 109, X: 442
Z: 826, Y: 115, X: 414
Z: 827, Y: 115, X: 398
Z: 828, Y: 116, X: 384
Z: 829, Y: 116, X: 372
Z: 830, Y: 116, X: 360
Z: 831, Y: 117, X: 348
Z: 832, Y: 119, X: 338
Z: 833, Y: 122, X: 330
Z: 834, Y: 125, X: 322
Z: 835, Y: 130, X: 314
Z: 836, Y: 133, X: 307
Z: 837, Y: 138, X: 301
Z: 838, Y: 144, X: 296
Z: 839, Y: 151, X: 290
Z: 840, Y: 156, X: 285
Z: 841, Y: 167, X: 279
Z: 842, Y: 175, X: 278
Z: 843, Y: 184, X: 278
Z: 844, Y: 193, X: 277
Z: 845, Y: 204, X: 276
Z: 846, Y: 214, X: 276
Z: 847, Y: 227, X: 274
Z: 848, Y: 241, X: 273
Z: 849, Y: 254, X: 273
Z: 850, Y: 266, X: 273
Z: 851, Y: 266, X: 274
Z: 852, Y: 266, X: 274
Z: 853, Y: 267, X: 274
Z: 854, Y: 281, X: 274
Z: 855, Y: 295, X: 275
Z: 856, Y: 309, X: 275
Z: 857, Y: 321, X: 275
Z: 858, Y: 328, X: 275
Z: 859, Y: 334, X: 275
Z: 860, Y: 340, X: 276
Z: 861, Y: 346, X: 278
Z: 862, Y: 347, X: 278
Z: 863, Y: 352, X: 279
Z: 864, Y: 368, X: 282
Z: 865, Y: 379, X: 285
Z: 866, Y: 388, X: 287
Z: 867, Y: 396, X: 289
Z: 868, Y: 405, X: 292
Z: 869, Y: 409, X: 293
Z: 870, Y: 419, X: 295
Z: 871, Y: 434, X: 299
Z: 872, Y: 442, X: 301
Z: 873, Y: 452, X: 304
Z: 874, Y: 462, X: 309
Z: 875, Y: 462, X: 309
Z: 876, Y: 462, X: 309
Z: 877, Y: 466, X: 309
Z: 878, Y: 494, X: 318
Z: 879, Y: 507, X: 322
Z: 880, Y: 525, X: 325
Z: 881, Y: 539, X: 326
Z: 882, Y: 553, X: 327
Z: 883, Y: 563, X: 328
Z: 884, Y: 574, X: 329
Z: 885, Y: 583, X: 330
Z: 886, Y: 589, X: 331
Z: 887, Y: 598, X: 332
Z: 888, Y: 606, X: 334
Z: 889, Y: 624, X: 337
Z: 890, Y: 634, X: 340
Z: 891, Y: 634, X: 340
Z: 892, Y: 634, X: 340
Z: 893, Y: 636, X: 342
Z: 894, Y: 649, X: 357
Z: 895, Y: 655, X: 363
Z: 896, Y: 664, X: 369
Z: 897, Y: 683, X: 379
Z: 898, Y: 684, X: 379
Z: 899, Y: 690, X: 382
Z: 900, Y: 696, X: 386
Z: 901, Y: 702, X: 390
Z: 902, Y: 707, X: 397
Z: 903, Y: 712, X: 404
Z: 904, Y: 717, X: 409
Z: 905, Y: 720, X: 412
Z: 906, Y: 728, X: 424
Z: 907, Y: 731, X: 429
Z: 908, Y: 731, X: 429
Z: 909, Y: 731, X: 429
Z: 910, Y: 735, X: 439
Z: 911, Y: 746, X: 462
Z: 912, Y: 751, X: 476
Z: 913, Y: 754, X: 489
Z: 914, Y: 757, X: 496
Z: 915, Y: 763, X: 506
Z: 916, Y: 768, X: 513
Z: 917, Y: 775, X: 519
Z: 918, Y: 779, X: 525
Z: 919, Y: 783, X: 534
Z: 920, Y: 789, X: 555
Z: 921, Y: 793, X: 573
Z: 922, Y: 797, X: 592
Z: 923, Y: 801, X: 610
Z: 924, Y: 803, X: 622
Z: 925, Y: 806, X: 636
Z: 926, Y: 812, X: 653
Z: 927, Y: 815, X: 659
Z: 928, Y: 815, X: 659
Z: 929, Y: 815, X: 659
Z: 930, Y: 816, X: 670
Z: 931, Y: 825, X: 699
Z: 932, Y: 826, X: 715
Z: 933, Y: 826, X: 728
Z: 934, Y: 826, X: 744
Z: 935, Y: 827, X: 757
Z: 936, Y: 828, X: 772
Z: 937, Y: 828, X: 785
Z: 938, Y: 828, X: 797
Z: 939, Y: 827, X: 806
Z: 940, Y: 823, X: 815
Z: 941, Y: 816, X: 829
Z: 942, Y: 812, X: 838
Z: 943, Y: 809, X: 848
Z: 944, Y: 805, X: 858
Z: 945, Y: 803, X: 870
Z: 946, Y: 802, X: 881
Z: 947, Y: 800, X: 894
Z: 948, Y: 796, X: 905
Z: 949, Y: 787, X: 918
Z: 950, Y: 769, X: 938
Z: 951, Y: 749, X: 959
Z: 952, Y: 749, X: 959
Z: 953, Y: 749, X: 959
Z: 954, Y: 749, X: 959
Z: 955, Y: 738, X: 962
Z: 956, Y: 720, X: 968
Z: 957, Y: 702, X: 978
Z: 958, Y: 692, X: 986
Z: 959, Y: 685, X: 991
Z: 960, Y: 677, X: 997
Z: 961, Y: 662, X: 1008
Z: 962, Y: 650, X: 1011
Z: 963, Y: 643, X: 1011
Z: 964, Y: 634, X: 1011
Z: 965, Y: 622, X: 1011
Z: 966, Y: 608, X: 1011
Z: 967, Y: 594, X: 1011
Z: 968, Y: 592, X: 1011
Z: 969, Y: 592, X: 1011
Z: 970, Y: 592, X: 1011
Z: 971, Y: 565, X: 1011
Z: 972, Y: 537, X: 1011
Z: 973, Y: 500, X: 1011
Z: 974, Y: 480, X: 1011
Z: 975, Y: 473, X: 1011
Z: 976, Y: 464, X: 1011
Z: 977, Y: 452, X: 1011
Z: 978, Y: 437, X: 1011
Z: 979, Y: 409, X: 1011
Z: 980, Y: 378, X: 1011
Z: 981, Y: 361, X: 1011
Z: 982, Y: 361, X: 1011
Z: 983, Y: 361, X: 1011
Z: 984, Y: 353, X: 1011
Z: 985, Y: 324, X: 1011
Z: 986, Y: 314, X: 1011
Z: 987, Y: 288, X: 1011
Z: 988, Y: 271, X: 1011
Z: 989, Y: 259, X: 1011
Z: 990, Y: 251, X: 1011
Z: 991, Y: 242, X: 1011
Z: 992, Y: 232, X: 1011
Z: 993, Y: 224, X: 1011
Z: 994, Y: 219, X: 1011
Z: 995, Y: 213, X: 1011
Z: 996, Y: 206, X: 1011
Z: 997, Y: 196, X: 1011
Z: 998, Y: 186, X: 1011
Z: 999, Y: 180, X: 1011
Z: 1000, Y: 176, X: 1011
Z: 1001, Y: 172, X: 1011
Z: 1002, Y: 168, X: 992
Z: 1003, Y: 164, X: 968
Z: 1004, Y: 163, X: 957
Z: 1005, Y: 163, X: 957
Z: 1006, Y: 163, X: 957
Z: 1007, Y: 163, X: 957
Z: 1008, Y: 162, X: 954
Z: 1009, Y: 156, X: 939
Z: 1010, Y: 150, X: 921
Z: 1011, Y: 143, X: 911
Z: 1012, Y: 133, X: 892
Z: 1013, Y: 127, X: 864
Z: 1014, Y: 125, X: 846
Z: 1015, Y: 120, X: 828
Z: 1016, Y: 117, X: 817
Z: 1017, Y: 114, X: 801
Z: 1018, Y: 113, X: 786
Z: 1019, Y: 113, X: 771
Z: 1020, Y: 116, X: 755
Z: 1021, Y: 116, X: 745
Z: 1022, Y: 117, X: 734
Z: 1023, Y: 119, X: 712
Z: 1024, Y: 122, X: 685
Z: 1025, Y: 144, X: 654
Z: 1026, Y: 146, X: 654
Z: 1027, Y: 146, X: 654
Z: 1028, Y: 146, X: 654
Z: 1029, Y: 147, X: 644
Z: 1030, Y: 148, X: 629
Z: 1031, Y: 147, X: 614
Z: 1032, Y: 146, X: 596
Z: 1033, Y: 143, X: 576
Z: 1034, Y: 141, X: 561
Z: 1035, Y: 140, X: 540
Z: 1036, Y: 140, X: 515
Z: 1037, Y: 141, X: 490
Z: 1038, Y: 144, X: 473
Z: 1039, Y: 144, X: 461
Z: 1040, Y: 144, X: 441
Z: 1041, Y: 146, X: 414
Z: 1042, Y: 148, X: 395
Z: 1043, Y: 150, X: 387
Z: 1044, Y: 159, X: 372
Z: 1045, Y: 168, X: 359
Z: 1046, Y: 180, X: 350
Z: 1047, Y: 190, X: 343
Z: 1048, Y: 201, X: 337
Z: 1049, Y: 212, X: 331
Z: 1050, Y: 223, X: 326
Z: 1051, Y: 247, X: 323
Z: 1052, Y: 272, X: 322
Z: 1053, Y: 286, X: 322
Z: 1054, Y: 292, X: 324
Z: 1055, Y: 292, X: 324
Z: 1056, Y: 292, X: 324
Z: 1057, Y: 294, X: 324
Z: 1058, Y: 312, X: 324
Z: 1059, Y: 326, X: 327
Z: 1060, Y: 334, X: 328
Z: 1061, Y: 344, X: 326
Z: 1062, Y: 358, X: 324
Z: 1063, Y: 376, X: 323
Z: 1064, Y: 392, X: 323
Z: 1065, Y: 407, X: 324
Z: 1066, Y: 433, X: 328
Z: 1067, Y: 452, X: 333
Z: 1068, Y: 462, X: 335
Z: 1069, Y: 481, X: 335
Z: 1070, Y: 514, X: 335
Z: 1071, Y: 556, X: 339
Z: 1072, Y: 568, X: 343
Z: 1073, Y: 568, X: 343
Z: 1074, Y: 568, X: 343
Z: 1075, Y: 568, X: 343
Z: 1076, Y: 584, X: 341
Z: 1077, Y: 599, X: 339
Z: 1078, Y: 610, X: 338
Z: 1079, Y: 625, X: 338
Z: 1080, Y: 642, X: 339
Z: 1081, Y: 654, X: 341
Z: 1082, Y: 666, X: 344
Z: 1083, Y: 678, X: 349
Z: 1084, Y: 689, X: 353
Z: 1085, Y: 701, X: 359
Z: 1086, Y: 712, X: 364
Z: 1087, Y: 727, X: 374
Z: 1088, Y: 737, X: 383
Z: 1089, Y: 746, X: 400
Z: 1090, Y: 753, X: 421
Z: 1091, Y: 760, X: 436
Z: 1092, Y: 764, X: 445
Z: 1093, Y: 769, X: 458
Z: 1094, Y: 773, X: 473
Z: 1095, Y: 775, X: 485
Z: 1096, Y: 775, X: 492
Z: 1097, Y: 776, X: 503
Z: 1098, Y: 777, X: 514
Z: 1099, Y: 781, X: 532
Z: 1100, Y: 795, X: 554
Z: 1101, Y: 799, X: 559
Z: 1102, Y: 799, X: 559
Z: 1103, Y: 799, X: 559
Z: 1104, Y: 803, X: 571
Z: 1105, Y: 816, X: 592
Z: 1106, Y: 821, X: 603
Z: 1107, Y: 829, X: 629
Z: 1108, Y: 834, X: 642
Z: 1109, Y: 836, X: 653
Z: 1110, Y: 840, X: 670
Z: 1111, Y: 845, X: 692
Z: 1112, Y: 848, X: 705
Z: 1113, Y: 852, X: 717
Z: 1114, Y: 859, X: 727
Z: 1115, Y: 862, X: 731
Z: 1116, Y: 862, X: 731
Z: 1117, Y: 862, X: 731
Z: 1118, Y: 862, X: 734
Z: 1119, Y: 867, X: 751
Z: 1120, Y: 870, X: 760
Z: 1121, Y: 872, X: 767
Z: 1122, Y: 874, X: 779
Z: 1123, Y: 875, X: 795
Z: 1124, Y: 875, X: 810
Z: 1125, Y: 875, X: 822
Z: 1126, Y: 874, X: 831
Z: 1127, Y: 870, X: 839
Z: 1128, Y: 865, X: 849
Z: 1129, Y: 858, X: 859
Z: 1130, Y: 851, X: 867
Z: 1131, Y: 840, X: 875
Z: 1132, Y: 827, X: 887
Z: 1133, Y: 811, X: 900
Z: 1134, Y: 801, X: 911
Z: 1135, Y: 793, X: 919
Z: 1136, Y: 784, X: 925
Z: 1137, Y: 775, X: 927
Z: 1138, Y: 770, X: 927
Z: 1139, Y: 759, X: 930
Z: 1140, Y: 746, X: 933
Z: 1141, Y: 742, X: 936
Z: 1142, Y: 742, X: 936
Z: 1143, Y: 742, X: 936
Z: 1144, Y: 733, X: 946
Z: 1145, Y: 724, X: 957
Z: 1146, Y: 715, X: 965
Z: 1147, Y: 708, X: 972
Z: 1148, Y: 692, X: 982
Z: 1149, Y: 673, X: 992
Z: 1150, Y: 650, X: 1003
Z: 1151, Y: 639, X: 1007
Z: 1152, Y: 628, X: 1010
Z: 1153, Y: 607, X: 1011
Z: 1154, Y: 606, X: 1011
Z: 1155, Y: 600, X: 1011
Z: 1156, Y: 594, X: 1011
Z: 1157, Y: 594, X: 1011
Z: 1158, Y: 594, X: 1011
Z: 1159, Y: 593, X: 1011
Z: 1160, Y: 564, X: 1011
Z: 1161, Y: 546, X: 1011
Z: 1162, Y: 527, X: 1011
Z: 1163, Y: 512, X: 1011
Z: 1164, Y: 503, X: 1011
Z: 1165, Y: 492, X: 1011
Z: 1166, Y: 480, X: 1011
Z: 1167, Y: 464, X: 1011
Z: 1168, Y: 451, X: 1011
Z: 1169, Y: 435, X: 1011
Z: 1170, Y: 423, X: 1011
Z: 1171, Y: 411, X: 1011
Z: 1172, Y: 411, X: 1011
Z: 1173, Y: 411, X: 1011
Z: 1174, Y: 407, X: 1011
Z: 1175, Y: 393, X: 1011
Z: 1176, Y: 377, X: 1011
Z: 1177, Y: 362, X: 1011
Z: 1178, Y: 352, X: 1011
Z: 1179, Y: 337, X: 1011
Z: 1180, Y: 324, X: 1011
Z: 1181, Y: 314, X: 1011
Z: 1182, Y: 304, X: 1011
Z: 1183, Y: 294, X: 1011
Z: 1184, Y: 287, X: 1011
Z: 1185, Y: 284, X: 1011
Z: 1186, Y: 275, X: 1011
Z: 1187, Y: 264, X: 1011
Z: 1188, Y: 256, X: 1011
Z: 1189, Y: 251, X: 1011
Z: 1190, Y: 243, X: 1006
Z: 1191, Y: 241, X: 1000
Z: 1192, Y: 241, X: 1000
Z: 1193, Y: 241, X: 1000
Z: 1194, Y: 241, X: 1000
Z: 1195, Y: 241, X: 1000
Z: 1196, Y: 241, X: 998
Z: 1197, Y: 238, X: 985
Z: 1198, Y: 231, X: 973
Z: 1199, Y: 226, X: 962
Z: 1200, Y: 223, X: 957
Z: 1201, Y: 219, X: 951
Z: 1202, Y: 213, X: 938
Z: 1203, Y: 205, X: 924
Z: 1204, Y: 198, X: 914
Z: 1205, Y: 189, X: 901
Z: 1206, Y: 182, X: 888
Z: 1207, Y: 177, X: 877
Z: 1208, Y: 172, X: 862
Z: 1209, Y: 167, X: 845
Z: 1210, Y: 161, X: 824
Z: 1211, Y: 156, X: 797
Z: 1212, Y: 152, X: 771
Z: 1213, Y: 153, X: 766
Z: 1214, Y: 153, X: 766
Z: 1215, Y: 153, X: 766
Z: 1216, Y: 153, X: 749
Z: 1217, Y: 154, X: 731
Z: 1218, Y: 151, X: 719
Z: 1219, Y: 148, X: 687
Z: 1220, Y: 145, X: 664
Z: 1221, Y: 144, X: 651
Z: 1222, Y: 143, X: 641
Z: 1223, Y: 142, X: 629
Z: 1224, Y: 141, X: 620
Z: 1225, Y: 140, X: 613
Z: 1226, Y: 139, X: 604
Z: 1227, Y: 138, X: 592
Z: 1228, Y: 137, X: 580
Z: 1229, Y: 135, X: 563
Z: 1230, Y: 134, X: 539
Z: 1231, Y: 134, X: 529
Z: 1232, Y: 134, X: 529
Z: 1233, Y: 134, X: 529
Z: 1234, Y: 139, X: 506
Z: 1235, Y: 150, X: 461
Z: 1236, Y: 151, X: 449
Z: 1237, Y: 152, X: 433
Z: 1238, Y: 155, X: 416
Z: 1239, Y: 160, X: 401
Z: 1240, Y: 166, X: 391
Z: 1241, Y: 171, X: 385
Z: 1242, Y: 176, X: 381
Z: 1243, Y: 180, X: 378
Z: 1244, Y: 188, X: 375
Z: 1245, Y: 197, X: 374
Z: 1246, Y: 205, X: 372
Z: 1247, Y: 217, X: 370
Z: 1248, Y: 229, X: 370
Z: 1249, Y: 238, X: 370
Z: 1250, Y: 252, X: 370
Z: 1251, Y: 266, X: 370
Z: 1252, Y: 279, X: 369
Z: 1253, Y: 289, X: 369
Z: 1254, Y: 302, X: 372
Z: 1255, Y: 313, X: 375
Z: 1256, Y: 319, X: 378
Z: 1257, Y: 327, X: 384
Z: 1258, Y: 336, X: 391
Z: 1259, Y: 350, X: 396
Z: 1260, Y: 380, X: 405
Z: 1261, Y: 395, X: 408
Z: 1262, Y: 399, X: 409
Z: 1263, Y: 399, X: 409
Z: 1264, Y: 399, X: 409
Z: 1265, Y: 422, X: 407
Z: 1266, Y: 462, X: 401
Z: 1267, Y: 499, X: 394
Z: 1268, Y: 518, X: 394
Z: 1269, Y: 545, X: 393
Z: 1270, Y: 581, X: 394
Z: 1271, Y: 605, X: 396
Z: 1272, Y: 632, X: 396
Z: 1273, Y: 654, X: 393
Z: 1274, Y: 670, X: 391
Z: 1275, Y: 672, X: 391
Z: 1276, Y: 672, X: 391
Z: 1277, Y: 672, X: 391
Z: 1278, Y: 699, X: 393
Z: 1279, Y: 722, X: 399
Z: 1280, Y: 738, X: 404
Z: 1281, Y: 764, X: 419
Z: 1282, Y: 765, X: 419
Z: 1283, Y: 772, X: 425
Z: 1284, Y: 778, X: 432
Z: 1285, Y: 788, X: 443
Z: 1286, Y: 801, X: 454
Z: 1287, Y: 807, X: 458
Z: 1288, Y: 807, X: 458
Z: 1289, Y: 807, X: 458
Z: 1290, Y: 810, X: 463
Z: 1291, Y: 818, X: 473
Z: 1292, Y: 824, X: 482
Z: 1293, Y: 828, X: 487
Z: 1294, Y: 831, X: 488
Z: 1295, Y: 839, X: 494
Z: 1296, Y: 839, X: 494
Z: 1297, Y: 839, X: 494
Z: 1298, Y: 839, X: 494
Z: 1299, Y: 855, X: 494
Z: 1300, Y: 880, X: 494
Z: 1301, Y: 896, X: 494
Z: 1302, Y: 903, X: 494
Z: 1303, Y: 966, X: 511
Z: 1304, Y: 962, X: 537
Z: 1305, Y: 959, X: 552
Z: 1306, Y: 959, X: 564
Z: 1307, Y: 962, X: 582
Z: 1308, Y: 966, X: 595
Z: 1309, Y: 971, X: 607
Z: 1310, Y: 979, X: 626
Z: 1311, Y: 984, X: 635
Z: 1312, Y: 984, X: 635
Z: 1313, Y: 984, X: 635
Z: 1314, Y: 984, X: 650
Z: 1315, Y: 985, X: 674
Z: 1316, Y: 985, X: 691
Z: 1317, Y: 985, X: 705
Z: 1318, Y: 985, X: 716
Z: 1319, Y: 985, X: 725
Z: 1320, Y: 985, X: 734
Z: 1321, Y: 985, X: 743
Z: 1322, Y: 985, X: 748
Z: 1323, Y: 985, X: 751
Z: 1324, Y: 985, X: 757
Z: 1325, Y: 985, X: 770
Z: 1326, Y: 985, X: 780
Z: 1327, Y: 985, X: 788
Z: 1328, Y: 985, X: 794
Z: 1329, Y: 985, X: 799
Z: 1330, Y: 985, X: 809
Z: 1331, Y: 985, X: 823
Z: 1332, Y: 985, X: 827
Z: 1333, Y: 985, X: 827
Z: 1334, Y: 985, X: 827
Z: 1335, Y: 985, X: 827
Z: 1336, Y: 985, X: 827
Z: 1337, Y: 985, X: 827
Z: 1338, Y: 985, X: 827
Z: 1339, Y: 985, X: 811
Z: 1340, Y: 985, X: 803
Z: 1341, Y: 985, X: 802
Z: 1342, Y: 985, X: 802
Z: 1343, Y: 985, X: 802
Z: 1344, Y: 985, X: 820
Z: 1345, Y: 985, X: 841
Z: 1346, Y: 985, X: 855
Z: 1347, Y: 985, X: 866
Z: 1348, Y: 985, X: 873
Z: 1349, Y: 985, X: 876
Z: 1350, Y: 985, X: 880
Z: 1351, Y: 985, X: 884
Z: 1352, Y: 985, X: 887
Z: 1353, Y: 978, X: 890
Z: 1354, Y: 967, X: 890
Z: 1355, Y: 959, X: 892
Z: 1356, Y: 953, X: 896
Z: 1357, Y: 953, X: 896
Z: 1358, Y: 953, X: 896
Z: 1359, Y: 946, X: 904
Z: 1360, Y: 937, X: 914
Z: 1361, Y: 923, X: 924
Z: 1362, Y: 911, X: 930
Z: 1363, Y: 909, X: 933
Z: 1364, Y: 907, X: 936
Z: 1365, Y: 900, X: 941
Z: 1366, Y: 899, X: 942
Z: 1367, Y: 899, X: 942
Z: 1368, Y: 889, X: 949
Z: 1369, Y: 874, X: 958
Z: 1370, Y: 862, X: 963
Z: 1371, Y: 850, X: 967
Z: 1372, Y: 838, X: 970
Z: 1373, Y: 835, X: 971
Z: 1374, Y: 826, X: 978
Z: 1375, Y: 819, X: 983
Z: 1376, Y: 814, X: 987
Z: 1377, Y: 806, X: 992
Z: 1378, Y: 799, X: 996
Z: 1379, Y: 785, X: 1003
Z: 1380, Y: 766, X: 1009
Z: 1381, Y: 766, X: 1010
Z: 1382, Y: 766, X: 1010
Z: 1383, Y: 762, X: 1010
Z: 1384, Y: 745, X: 1011
Z: 1385, Y: 723, X: 1011
Z: 1386, Y: 699, X: 1011
Z: 1387, Y: 686, X: 1011
Z: 1388, Y: 678, X: 1011
Z: 1389, Y: 671, X: 1011
Z: 1390, Y: 666, X: 1011
Z: 1391, Y: 648, X: 1011
Z: 1392, Y: 613, X: 1011
Z: 1393, Y: 599, X: 1011
Z: 1394, Y: 599, X: 1011
Z: 1395, Y: 599, X: 1011
Z: 1396, Y: 597, X: 1011
Z: 1397, Y: 590, X: 1011
Z: 1398, Y: 574, X: 1011
Z: 1399, Y: 552, X: 1011
Z: 1400, Y: 538, X: 1011
Z: 1401, Y: 513, X: 1011
Z: 1402, Y: 505, X: 1011
Z: 1403, Y: 501, X: 1011
Z: 1404, Y: 496, X: 1011
Z: 1405, Y: 484, X: 1011
Z: 1406, Y: 471, X: 1011
Z: 1407, Y: 470, X: 1011
Z: 1408, Y: 470, X: 1011
Z: 1409, Y: 470, X: 1011
Z: 1410, Y: 462, X: 1011
Z: 1411, Y: 447, X: 1011
Z: 1412, Y: 438, X: 1011
Z: 1413, Y: 432, X: 1011
Z: 1414, Y: 427, X: 1011
Z: 1415, Y: 422, X: 1011
Z: 1416, Y: 419, X: 1011
Z: 1417, Y: 415, X: 1003
Z: 1418, Y: 410, X: 995
Z: 1419, Y: 405, X: 986
Z: 1420, Y: 395, X: 973
Z: 1421, Y: 382, X: 954
Z: 1422, Y: 375, X: 945
Z: 1423, Y: 372, X: 938
Z: 1424, Y: 368, X: 930
Z: 1425, Y: 366, X: 922
Z: 1426, Y: 364, X: 909
Z: 1427, Y: 362, X: 897
Z: 1428, Y: 360, X: 885
Z: 1429, Y: 358, X: 872
Z: 1430, Y: 355, X: 855
Z: 1431, Y: 352, X: 841
Z: 1432, Y: 350, X: 834
Z: 1433, Y: 347, X: 827
Z: 1434, Y: 345, X: 823
Z: 1435, Y: 345, X: 823
Z: 1436, Y: 345, X: 823
Z: 1437, Y: 345, X: 823
Z: 1438, Y: 343, X: 809
Z: 1439, Y: 337, X: 795
Z: 1440, Y: 327, X: 782
Z: 1441, Y: 316, X: 771
Z: 1442, Y: 308, X: 762
Z: 1443, Y: 301, X: 750
Z: 1444, Y: 297, X: 739
Z: 1445, Y: 292, X: 729
Z: 1446, Y: 286, X: 713
Z: 1447, Y: 278, X: 696
Z: 1448, Y: 274, X: 677
Z: 1449, Y: 272, X: 659
Z: 1450, Y: 272, X: 643
Z: 1451, Y: 271, X: 628
Z: 1452, Y: 269, X: 615
Z: 1453, Y: 269, X: 600
Z: 1454, Y: 269, X: 593
Z: 1455, Y: 269, X: 593
Z: 1456, Y: 269, X: 593
Z: 1457, Y: 279, X: 570
Z: 1458, Y: 290, X: 551
Z: 1459, Y: 294, X: 541
Z: 1460, Y: 297, X: 532
Z: 1461, Y: 300, X: 525
Z: 1462, Y: 304, X: 517
Z: 1463, Y: 308, X: 509
Z: 1464, Y: 312, X: 504
Z: 1465, Y: 317, X: 497
Z: 1466, Y: 322, X: 491
Z: 1467, Y: 332, X: 483
Z: 1468, Y: 339, X: 478
Z: 1469, Y: 344, X: 476
Z: 1470, Y: 351, X: 473
Z: 1471, Y: 358, X: 472
Z: 1472, Y: 365, X: 470
Z: 1473, Y: 374, X: 467
Z: 1474, Y: 383, X: 465
Z: 1475, Y: 392, X: 462
Z: 1476, Y: 404, X: 459
Z: 1477, Y: 416, X: 452
Z: 1478, Y: 429, X: 446
Z: 1479, Y: 446, X: 438
Z: 1480, Y: 464, X: 433
Z: 1481, Y: 475, X: 432
Z: 1482, Y: 475, X: 432
Z: 1483, Y: 475, X: 432
Z: 1484, Y: 482, X: 432
Z: 1485, Y: 504, X: 432
Z: 1486, Y: 518, X: 430
Z: 1487, Y: 533, X: 429
Z: 1488, Y: 543, X: 428
Z: 1489, Y: 555, X: 428
Z: 1490, Y: 565, X: 428
Z: 1491, Y: 576, X: 428
Z: 1492, Y: 587, X: 427
Z: 1493, Y: 599, X: 425
Z: 1494, Y: 611, X: 425
Z: 1495, Y: 611, X: 425
Z: 1496, Y: 611, X: 425
Z: 1497, Y: 611, X: 425
Z: 1498, Y: 643, X: 423
Z: 1499, Y: 670, X: 427
Z: 1500, Y: 693, X: 428
Z: 1501, Y: 713, X: 428
Z: 1502, Y: 722, X: 431
Z: 1503, Y: 734, X: 432
Z: 1504, Y: 742, X: 433
Z: 1505, Y: 753, X: 434
Z: 1506, Y: 761, X: 435
Z: 1507, Y: 774, X: 438
Z: 1508, Y: 792, X: 443
Z: 1509, Y: 813, X: 447
Z: 1510, Y: 834, X: 453
Z: 1511, Y: 847, X: 457
Z: 1512, Y: 847, X: 457
Z: 1513, Y: 847, X: 457
Z: 1514, Y: 847, X: 457
Z: 1515, Y: 871, X: 469
Z: 1516, Y: 890, X: 474
Z: 1517, Y: 905, X: 477
Z: 1518, Y: 917, X: 481
Z: 1519, Y: 928, X: 485
Z: 1520, Y: 939, X: 490
Z: 1521, Y: 952, X: 498
Z: 1522, Y: 964, X: 504
Z: 1523, Y: 974, X: 512
Z: 1524, Y: 983, X: 525
Z: 1525, Y: 985, X: 529
Z: 1526, Y: 985, X: 529
Z: 1527, Y: 985, X: 529
Z: 1528, Y: 985, X: 552
Z: 1529, Y: 985, X: 573
Z: 1530, Y: 985, X: 580
Z: 1531, Y: 985, X: 586
Z: 1532, Y: 985, X: 593
Z: 1533, Y: 985, X: 598
Z: 1534, Y: 985, X: 606
Z: 1535, Y: 985, X: 619
Z: 1536, Y: 985, X: 627
Z: 1537, Y: 985, X: 643
Z: 1538, Y: 985, X: 646
Z: 1539, Y: 985, X: 659
Z: 1540, Y: 985, X: 660
Z: 1541, Y: 985, X: 660
Z: 1542, Y: 985, X: 665
Z: 1543, Y: 985, X: 677
Z: 1544, Y: 985, X: 683
Z: 1545, Y: 985, X: 699
Z: 1546, Y: 985, X: 711
Z: 1547, Y: 985, X: 715
Z: 1548, Y: 985, X: 719
Z: 1549, Y: 985, X: 727
Z: 1550, Y: 985, X: 734
Z: 1551, Y: 985, X: 739
Z: 1552, Y: 985, X: 745
Z: 1553, Y: 985, X: 752
Z: 1554, Y: 985, X: 758
Z: 1555, Y: 985, X: 766
Z: 1556, Y: 985, X: 770
Z: 1557, Y: 985, X: 779
Z: 1558, Y: 985, X: 780
Z: 1559, Y: 985, X: 780
Z: 1560, Y: 985, X: 780
Z: 1561, Y: 985, X: 793
Z: 1562, Y: 985, X: 800
Z: 1563, Y: 985, X: 808
Z: 1564, Y: 985, X: 817
Z: 1565, Y: 985, X: 822
Z: 1566, Y: 985, X: 826
Z: 1567, Y: 985, X: 829
Z: 1568, Y: 985, X: 833
Z: 1569, Y: 985, X: 836
Z: 1570, Y: 985, X: 840
Z: 1571, Y: 985, X: 843
Z: 1572, Y: 981, X: 847
Z: 1573, Y: 978, X: 850
Z: 1574, Y: 974, X: 853
