/Users/forrest/miniconda3/bin/python /Users/forrest/vesuviusfullsolve/scripts/viewer2d.py
Z: 0, Y: 0, X: 0
Z: 797, Y: 113, X: 488
Z: 798, Y: 122, X: 519
Z: 799, Y: 132, X: 559
Z: 800, Y: 132, X: 563
Z: 801, Y: 132, X: 563
Z: 802, Y: 132, X: 563
Z: 803, Y: 127, X: 587
Z: 804, Y: 126, X: 627
Z: 805, Y: 124, X: 659
Z: 806, Y: 118, X: 685
Z: 807, Y: 110, X: 712
Z: 808, Y: 106, X: 732
Z: 809, Y: 102, X: 751
Z: 810, Y: 98, X: 769
Z: 811, Y: 95, X: 782
Z: 812, Y: 95, X: 804
Z: 813, Y: 99, X: 826
Z: 814, Y: 105, X: 839
Z: 815, Y: 108, X: 842
Z: 816, Y: 108, X: 842
Z: 817, Y: 108, X: 842
Z: 818, Y: 111, X: 856
Z: 819, Y: 118, X: 872
Z: 820, Y: 122, X: 893
Z: 821, Y: 125, X: 920
Z: 822, Y: 126, X: 946
Z: 823, Y: 128, X: 967
Z: 824, Y: 132, X: 980
Z: 825, Y: 138, X: 996
Z: 826, Y: 149, X: 1011
Z: 827, Y: 164, X: 1011
Z: 828, Y: 166, X: 1011
Z: 829, Y: 166, X: 1011
Z: 830, Y: 166, X: 1011
Z: 831, Y: 182, X: 1011
Z: 832, Y: 196, X: 1011
Z: 833, Y: 207, X: 1011
Z: 834, Y: 217, X: 1011
Z: 835, Y: 231, X: 1011
Z: 836, Y: 245, X: 1011
Z: 837, Y: 259, X: 1011
Z: 838, Y: 271, X: 1011
Z: 839, Y: 282, X: 1011
Z: 840, Y: 294, X: 1011
Z: 841, Y: 308, X: 1011
Z: 842, Y: 326, X: 1011
Z: 843, Y: 364, X: 1011
Z: 844, Y: 405, X: 1011
Z: 845, Y: 413, X: 1011
Z: 846, Y: 413, X: 1011
Z: 847, Y: 413, X: 1011
Z: 848, Y: 416, X: 1011
Z: 849, Y: 443, X: 1011
Z: 850, Y: 467, X: 1011
Z: 851, Y: 488, X: 1011
Z: 852, Y: 523, X: 1011
Z: 853, Y: 578, X: 1011
Z: 854, Y: 618, X: 1011
Z: 855, Y: 619, X: 1011
Z: 856, Y: 619, X: 1011
Z: 857, Y: 619, X: 1011
Z: 858, Y: 625, X: 1007
Z: 859, Y: 652, X: 983
Z: 860, Y: 661, X: 977
Z: 861, Y: 678, X: 966
Z: 862, Y: 693, X: 957
Z: 863, Y: 717, X: 942
Z: 864, Y: 745, X: 927
Z: 865, Y: 766, X: 915
Z: 866, Y: 794, X: 880
Z: 867, Y: 806, X: 832
Z: 868, Y: 805, X: 786
Z: 869, Y: 807, X: 756
Z: 870, Y: 813, X: 739
Z: 871, Y: 813, X: 739
Z: 872, Y: 813, X: 739
Z: 873, Y: 814, X: 705
Z: 874, Y: 815, X: 638
Z: 875, Y: 808, X: 614
Z: 876, Y: 797, X: 574
Z: 877, Y: 773, X: 518
Z: 878, Y: 760, X: 493
Z: 879, Y: 760, X: 492
Z: 880, Y: 760, X: 492
Z: 881, Y: 753, X: 460
Z: 882, Y: 701, X: 377
Z: 883, Y: 661, X: 341
Z: 884, Y: 646, X: 330
Z: 885, Y: 646, X: 330
Z: 886, Y: 646, X: 330
Z: 887, Y: 611, X: 322
Z: 888, Y: 559, X: 314
Z: 889, Y: 549, X: 314
Z: 890, Y: 549, X: 314
Z: 891, Y: 547, X: 314
Z: 892, Y: 500, X: 313
Z: 893, Y: 448, X: 306
Z: 894, Y: 446, X: 306
Z: 895, Y: 446, X: 306
Z: 896, Y: 428, X: 303
Z: 897, Y: 304, X: 289
Z: 898, Y: 300, X: 289
Z: 899, Y: 264, X: 289
Z: 900, Y: 249, X: 292
Z: 901, Y: 249, X: 292
Z: 902, Y: 249, X: 292
Z: 903, Y: 232, X: 290
Z: 904, Y: 209, X: 290
Z: 905, Y: 194, X: 294
Z: 906, Y: 190, X: 295
Z: 907, Y: 182, X: 298
Z: 908, Y: 164, X: 313
Z: 909, Y: 150, X: 334
Z: 910, Y: 134, X: 388
Z: 911, Y: 122, X: 436
Z: 912, Y: 116, X: 466
Z: 913, Y: 112, X: 488
Z: 914, Y: 108, X: 507
Z: 915, Y: 106, X: 522
Z: 916, Y: 105, X: 543
Z: 917, Y: 105, X: 566
Z: 918, Y: 107, X: 608
Z: 919, Y: 114, X: 640
Z: 920, Y: 114, X: 640
Z: 921, Y: 114, X: 640
Z: 922, Y: 114, X: 640
Z: 923, Y: 116, X: 660
Z: 924, Y: 118, X: 689
Z: 925, Y: 115, X: 702
Z: 926, Y: 108, X: 720
Z: 927, Y: 103, X: 731
Z: 928, Y: 101, X: 737
Z: 929, Y: 97, X: 747
Z: 930, Y: 95, X: 761
Z: 931, Y: 95, X: 792
Z: 932, Y: 100, X: 826
Z: 933, Y: 108, X: 870
Z: 934, Y: 108, X: 870
Z: 935, Y: 108, X: 870
Z: 936, Y: 108, X: 871
Z: 937, Y: 118, X: 892
Z: 938, Y: 127, X: 912
Z: 939, Y: 131, X: 931
Z: 940, Y: 135, X: 948
Z: 941, Y: 139, X: 965
Z: 942, Y: 144, X: 980
Z: 943, Y: 157, X: 1003
Z: 944, Y: 172, X: 1011
Z: 945, Y: 181, X: 1011
Z: 946, Y: 181, X: 1011
Z: 947, Y: 181, X: 1011
Z: 948, Y: 185, X: 1011
Z: 949, Y: 198, X: 1011
Z: 950, Y: 203, X: 1011
Z: 951, Y: 214, X: 1011
Z: 952, Y: 229, X: 1011
Z: 953, Y: 244, X: 1011
Z: 954, Y: 255, X: 1011
Z: 955, Y: 264, X: 1011
Z: 956, Y: 274, X: 1011
Z: 957, Y: 284, X: 1011
Z: 958, Y: 297, X: 1011
Z: 959, Y: 304, X: 1011
Z: 960, Y: 311, X: 1011
Z: 961, Y: 336, X: 1011
Z: 962, Y: 360, X: 1011
Z: 963, Y: 360, X: 1011
Z: 964, Y: 360, X: 1011
Z: 965, Y: 360, X: 1011
Z: 966, Y: 367, X: 1011
Z: 967, Y: 386, X: 1011
Z: 968, Y: 400, X: 1011
Z: 969, Y: 417, X: 1011
Z: 970, Y: 435, X: 1011
Z: 971, Y: 456, X: 1011
Z: 972, Y: 471, X: 1011
Z: 973, Y: 482, X: 1011
Z: 974, Y: 491, X: 1011
Z: 975, Y: 504, X: 1011
Z: 976, Y: 523, X: 1011
Z: 977, Y: 553, X: 1011
Z: 978, Y: 584, X: 1011
Z: 979, Y: 593, X: 1011
Z: 980, Y: 593, X: 1011
Z: 981, Y: 593, X: 1011
Z: 982, Y: 593, X: 1011
Z: 983, Y: 596, X: 1011
Z: 984, Y: 606, X: 1011
Z: 985, Y: 619, X: 1011
Z: 986, Y: 628, X: 1011
Z: 987, Y: 641, X: 1011
Z: 988, Y: 658, X: 1011
Z: 989, Y: 673, X: 1008
Z: 990, Y: 684, X: 1000
Z: 991, Y: 697, X: 993
Z: 992, Y: 708, X: 985
Z: 993, Y: 726, X: 972
Z: 994, Y: 744, X: 958
Z: 995, Y: 758, X: 946
Z: 996, Y: 764, X: 939
Z: 997, Y: 775, X: 927
Z: 998, Y: 789, X: 914
Z: 999, Y: 802, X: 902
Z: 1000, Y: 811, X: 890
Z: 1001, Y: 821, X: 876
Z: 1002, Y: 833, X: 857
Z: 1003, Y: 845, X: 834
Z: 1004, Y: 848, X: 823
Z: 1005, Y: 851, X: 806
Z: 1006, Y: 851, X: 784
Z: 1007, Y: 850, X: 763
Z: 1008, Y: 846, X: 727
Z: 1009, Y: 844, X: 713
Z: 1010, Y: 844, X: 713
Z: 1011, Y: 844, X: 713
Z: 1012, Y: 844, X: 713
Z: 1013, Y: 852, X: 702
Z: 1014, Y: 856, X: 695
Z: 1015, Y: 858, X: 681
Z: 1016, Y: 859, X: 652
Z: 1017, Y: 855, X: 617
Z: 1018, Y: 841, X: 571
Z: 1019, Y: 819, X: 530
Z: 1020, Y: 798, X: 507
Z: 1021, Y: 789, X: 499
Z: 1022, Y: 789, X: 499
Z: 1023, Y: 789, X: 499
Z: 1024, Y: 788, X: 495
Z: 1025, Y: 764, X: 438
Z: 1026, Y: 763, X: 435
Z: 1027, Y: 749, X: 408
Z: 1028, Y: 733, X: 387
Z: 1029, Y: 723, X: 379
Z: 1030, Y: 722, X: 378
Z: 1031, Y: 722, X: 378
Z: 1032, Y: 722, X: 378
Z: 1033, Y: 675, X: 362
Z: 1034, Y: 621, X: 344
Z: 1035, Y: 585, X: 335
Z: 1036, Y: 580, X: 334
Z: 1037, Y: 580, X: 334
Z: 1038, Y: 580, X: 334
Z: 1039, Y: 518, X: 321
Z: 1040, Y: 456, X: 313
Z: 1041, Y: 441, X: 314
Z: 1042, Y: 441, X: 314
Z: 1043, Y: 439, X: 314
Z: 1044, Y: 392, X: 314
Z: 1045, Y: 341, X: 316
Z: 1046, Y: 331, X: 318
Z: 1047, Y: 331, X: 318
Z: 1048, Y: 330, X: 318
Z: 1049, Y: 287, X: 326
Z: 1050, Y: 252, X: 335
Z: 1051, Y: 236, X: 336
Z: 1052, Y: 216, X: 340
Z: 1053, Y: 205, X: 344
Z: 1054, Y: 205, X: 344
Z: 1055, Y: 205, X: 344
Z: 1056, Y: 197, X: 344
Z: 1057, Y: 185, X: 347
Z: 1058, Y: 180, X: 351
Z: 1059, Y: 172, X: 358
Z: 1060, Y: 163, X: 366
Z: 1061, Y: 152, X: 377
Z: 1062, Y: 147, X: 386
Z: 1063, Y: 144, X: 398
Z: 1064, Y: 142, X: 404
Z: 1065, Y: 139, X: 418
Z: 1066, Y: 136, X: 445
Z: 1067, Y: 132, X: 459
Z: 1068, Y: 130, X: 470
Z: 1069, Y: 130, X: 496
Z: 1070, Y: 132, X: 522
Z: 1071, Y: 133, X: 545
Z: 1072, Y: 133, X: 574
Z: 1073, Y: 133, X: 601
Z: 1074, Y: 133, X: 610
Z: 1075, Y: 133, X: 614
Z: 1076, Y: 133, X: 614
Z: 1077, Y: 133, X: 614
Z: 1078, Y: 126, X: 642
Z: 1079, Y: 120, X: 674
Z: 1080, Y: 118, X: 691
Z: 1081, Y: 115, X: 711
Z: 1082, Y: 115, X: 729
Z: 1083, Y: 116, X: 746
Z: 1084, Y: 121, X: 759
Z: 1085, Y: 124, X: 770
Z: 1086, Y: 126, X: 780
Z: 1087, Y: 126, X: 780
Z: 1088, Y: 126, X: 780
Z: 1089, Y: 128, X: 786
Z: 1090, Y: 134, X: 809
Z: 1091, Y: 137, X: 822
Z: 1092, Y: 141, X: 836
Z: 1093, Y: 144, X: 847
Z: 1094, Y: 145, X: 858
Z: 1095, Y: 152, X: 881
Z: 1096, Y: 168, X: 925
Z: 1097, Y: 189, X: 975
Z: 1098, Y: 191, X: 986
Z: 1099, Y: 191, X: 986
Z: 1100, Y: 191, X: 986
Z: 1101, Y: 194, X: 1009
Z: 1102, Y: 202, X: 1011
Z: 1103, Y: 208, X: 1011
Z: 1104, Y: 212, X: 1011
Z: 1105, Y: 217, X: 1011
Z: 1106, Y: 230, X: 1011
Z: 1107, Y: 249, X: 1011
Z: 1108, Y: 271, X: 1011
Z: 1109, Y: 282, X: 1011
Z: 1110, Y: 282, X: 1011
Z: 1111, Y: 282, X: 1011
Z: 1112, Y: 288, X: 1011
Z: 1113, Y: 302, X: 1011
Z: 1114, Y: 316, X: 1011
Z: 1115, Y: 331, X: 1011
Z: 1116, Y: 338, X: 1011
Z: 1117, Y: 344, X: 1011
Z: 1118, Y: 354, X: 1011
Z: 1119, Y: 371, X: 1011
Z: 1120, Y: 384, X: 1011
Z: 1121, Y: 393, X: 1011
Z: 1122, Y: 403, X: 1011
Z: 1123, Y: 412, X: 1011
Z: 1124, Y: 422, X: 1011
Z: 1125, Y: 443, X: 1011
Z: 1126, Y: 472, X: 1011
Z: 1127, Y: 489, X: 1011
Z: 1128, Y: 495, X: 1011
Z: 1129, Y: 495, X: 1011
Z: 1130, Y: 495, X: 1011
Z: 1131, Y: 495, X: 1011
Z: 1132, Y: 503, X: 1011
Z: 1133, Y: 518, X: 1011
Z: 1134, Y: 532, X: 1011
Z: 1135, Y: 550, X: 1011
Z: 1136, Y: 564, X: 1011
Z: 1137, Y: 583, X: 1011
Z: 1138, Y: 590, X: 1011
Z: 1139, Y: 603, X: 1011
Z: 1140, Y: 634, X: 1011
Z: 1141, Y: 670, X: 994
Z: 1142, Y: 690, X: 985
Z: 1143, Y: 711, X: 978
Z: 1144, Y: 734, X: 967
Z: 1145, Y: 734, X: 967
Z: 1146, Y: 734, X: 967
Z: 1147, Y: 734, X: 967
Z: 1148, Y: 735, X: 967
Z: 1149, Y: 759, X: 952
Z: 1150, Y: 776, X: 944
Z: 1151, Y: 786, X: 940
Z: 1152, Y: 807, X: 927
Z: 1153, Y: 831, X: 913
Z: 1154, Y: 832, X: 913
Z: 1155, Y: 839, X: 907
Z: 1156, Y: 850, X: 898
Z: 1157, Y: 859, X: 889
Z: 1158, Y: 866, X: 879
Z: 1159, Y: 870, X: 871
Z: 1160, Y: 874, X: 859
Z: 1161, Y: 879, X: 846
Z: 1162, Y: 880, X: 839
Z: 1163, Y: 881, X: 838
Z: 1164, Y: 980, X: 822
Z: 1165, Y: 985, X: 757
Z: 1166, Y: 984, X: 728
Z: 1167, Y: 978, X: 712
Z: 1168, Y: 978, X: 712
Z: 1169, Y: 978, X: 712
Z: 1170, Y: 975, X: 693
Z: 1171, Y: 970, X: 667
Z: 1172, Y: 964, X: 649
Z: 1173, Y: 957, X: 624
Z: 1174, Y: 952, X: 606
Z: 1175, Y: 951, X: 596
Z: 1176, Y: 946, X: 573
Z: 1177, Y: 945, X: 569
Z: 1178, Y: 945, X: 569
Z: 1179, Y: 945, X: 568
Z: 1180, Y: 935, X: 536
Z: 1181, Y: 925, X: 516
Z: 1182, Y: 918, X: 504
Z: 1183, Y: 914, X: 495
Z: 1184, Y: 910, X: 489
Z: 1185, Y: 903, X: 478
Z: 1186, Y: 894, X: 465
Z: 1187, Y: 879, X: 443
Z: 1188, Y: 874, X: 438
Z: 1189, Y: 874, X: 438
Z: 1190, Y: 874, X: 438
Z: 1191, Y: 862, X: 419
Z: 1192, Y: 845, X: 398
Z: 1193, Y: 832, X: 384
Z: 1194, Y: 818, X: 374
Z: 1195, Y: 800, X: 365
Z: 1196, Y: 773, X: 355
Z: 1197, Y: 754, X: 352
Z: 1198, Y: 754, X: 352
Z: 1199, Y: 754, X: 352
Z: 1200, Y: 742, X: 352
Z: 1201, Y: 711, X: 353
Z: 1202, Y: 697, X: 355
Z: 1203, Y: 677, X: 360
Z: 1204, Y: 653, X: 364
Z: 1205, Y: 639, X: 373
Z: 1206, Y: 634, X: 377
Z: 1207, Y: 621, X: 381
Z: 1208, Y: 602, X: 387
Z: 1209, Y: 602, X: 388
Z: 1210, Y: 602, X: 388
Z: 1211, Y: 580, X: 388
Z: 1212, Y: 508, X: 376
Z: 1213, Y: 479, X: 374
Z: 1214, Y: 458, X: 369
Z: 1215, Y: 436, X: 365
Z: 1216, Y: 434, X: 365
Z: 1217, Y: 434, X: 365
Z: 1218, Y: 432, X: 365
Z: 1219, Y: 402, X: 364
Z: 1220, Y: 383, X: 364
Z: 1221, Y: 368, X: 365
Z: 1222, Y: 348, X: 372
Z: 1223, Y: 348, X: 372
Z: 1224, Y: 348, X: 372
Z: 1225, Y: 344, X: 369
Z: 1226, Y: 318, X: 366
Z: 1227, Y: 304, X: 366
Z: 1228, Y: 294, X: 366
Z: 1229, Y: 281, X: 369
Z: 1230, Y: 271, X: 376
Z: 1231, Y: 255, X: 397
Z: 1232, Y: 246, X: 410
Z: 1233, Y: 245, X: 416
Z: 1234, Y: 241, X: 433
Z: 1235, Y: 239, X: 448
Z: 1236, Y: 237, X: 461
Z: 1237, Y: 236, X: 479
Z: 1238, Y: 234, X: 510
Z: 1239, Y: 229, X: 536
Z: 1240, Y: 226, X: 554
Z: 1241, Y: 224, X: 576
Z: 1242, Y: 224, X: 602
Z: 1243, Y: 224, X: 620
Z: 1244, Y: 224, X: 631
Z: 1245, Y: 224, X: 631
Z: 1246, Y: 224, X: 631
Z: 1247, Y: 225, X: 631
Z: 1248, Y: 232, X: 643
Z: 1249, Y: 232, X: 660
Z: 1250, Y: 230, X: 676
Z: 1251, Y: 230, X: 694
Z: 1252, Y: 230, X: 714
Z: 1253, Y: 230, X: 731
Z: 1254, Y: 232, X: 750
Z: 1255, Y: 236, X: 772
Z: 1256, Y: 240, X: 794
Z: 1257, Y: 252, X: 821
Z: 1258, Y: 262, X: 842
Z: 1259, Y: 271, X: 861
Z: 1260, Y: 289, X: 889
Z: 1261, Y: 290, X: 890
Z: 1262, Y: 290, X: 890
Z: 1263, Y: 290, X: 890
Z: 1264, Y: 291, X: 914
Z: 1265, Y: 295, X: 931
Z: 1266, Y: 300, X: 947
Z: 1267, Y: 307, X: 970
Z: 1268, Y: 320, X: 1000
Z: 1269, Y: 332, X: 1011
Z: 1270, Y: 350, X: 1011
Z: 1271, Y: 370, X: 1011
Z: 1272, Y: 391, X: 1011
Z: 1273, Y: 414, X: 1011
Z: 1274, Y: 435, X: 1011
Z: 1275, Y: 437, X: 1011
Z: 1276, Y: 437, X: 1011
Z: 1277, Y: 437, X: 1011
Z: 1278, Y: 466, X: 1011
Z: 1279, Y: 492, X: 1011
Z: 1280, Y: 510, X: 1011
Z: 1281, Y: 549, X: 1011
Z: 1282, Y: 551, X: 1011
Z: 1283, Y: 578, X: 1011
Z: 1284, Y: 621, X: 1011
Z: 1285, Y: 648, X: 1011
Z: 1286, Y: 650, X: 1011
Z: 1287, Y: 650, X: 1011
Z: 1288, Y: 650, X: 1011
Z: 1289, Y: 651, X: 1011
Z: 1290, Y: 676, X: 1011
Z: 1291, Y: 719, X: 1011
Z: 1292, Y: 756, X: 1011
Z: 1293, Y: 802, X: 1009
Z: 1294, Y: 848, X: 982
Z: 1295, Y: 876, X: 959
Z: 1296, Y: 881, X: 952
Z: 1297, Y: 895, X: 941
Z: 1298, Y: 942, X: 918
Z: 1299, Y: 971, X: 904
Z: 1300, Y: 971, X: 904
Z: 1301, Y: 971, X: 904
Z: 1302, Y: 985, X: 889
Z: 1303, Y: 985, X: 858
Z: 1304, Y: 985, X: 849
Z: 1305, Y: 985, X: 842
Z: 1306, Y: 985, X: 824
Z: 1307, Y: 985, X: 803
Z: 1308, Y: 985, X: 784
Z: 1309, Y: 985, X: 757
Z: 1310, Y: 985, X: 702
Z: 1311, Y: 985, X: 647
Z: 1312, Y: 985, X: 599
Z: 1313, Y: 985, X: 566
Z: 1314, Y: 985, X: 562
Z: 1315, Y: 985, X: 562
Z: 1316, Y: 985, X: 562
Z: 1317, Y: 983, X: 538
Z: 1318, Y: 960, X: 501
Z: 1319, Y: 934, X: 472
Z: 1320, Y: 874, X: 427
Z: 1321, Y: 852, X: 418
Z: 1322, Y: 852, X: 418
Z: 1323, Y: 852, X: 418
Z: 1324, Y: 842, X: 415
Z: 1325, Y: 789, X: 396
Z: 1326, Y: 718, X: 376
Z: 1327, Y: 638, X: 361
Z: 1328, Y: 626, X: 363
Z: 1329, Y: 626, X: 363
Z: 1330, Y: 620, X: 366
Z: 1331, Y: 557, X: 379
Z: 1332, Y: 502, X: 376
Z: 1333, Y: 437, X: 373
Z: 1334, Y: 414, X: 380
Z: 1335, Y: 414, X: 380
Z: 1336, Y: 414, X: 380
Z: 1337, Y: 371, X: 379
Z: 1338, Y: 327, X: 386
Z: 1339, Y: 308, X: 393
Z: 1340, Y: 288, X: 414
Z: 1341, Y: 273, X: 440
Z: 1342, Y: 268, X: 462
Z: 1343, Y: 265, X: 480
Z: 1344, Y: 260, X: 504
Z: 1345, Y: 256, X: 537
Z: 1346, Y: 254, X: 547
Z: 1347, Y: 254, X: 547
Z: 1348, Y: 254, X: 548
Z: 1349, Y: 249, X: 576
Z: 1350, Y: 246, X: 602
Z: 1351, Y: 240, X: 635
Z: 1352, Y: 236, X: 664
Z: 1353, Y: 236, X: 689
Z: 1354, Y: 237, X: 711
Z: 1355, Y: 238, X: 726
Z: 1356, Y: 239, X: 756
Z: 1357, Y: 248, X: 793
Z: 1358, Y: 266, X: 823
Z: 1359, Y: 267, X: 824
Z: 1360, Y: 267, X: 824
Z: 1361, Y: 267, X: 824
Z: 1362, Y: 277, X: 857
Z: 1363, Y: 290, X: 885
Z: 1364, Y: 300, X: 901
Z: 1365, Y: 309, X: 918
Z: 1366, Y: 316, X: 930
Z: 1367, Y: 325, X: 946
Z: 1368, Y: 332, X: 955
Z: 1369, Y: 343, X: 971
Z: 1370, Y: 364, X: 993
Z: 1371, Y: 369, X: 998
Z: 1372, Y: 369, X: 998
Z: 1373, Y: 369, X: 998
Z: 1374, Y: 385, X: 1011
Z: 1375, Y: 402, X: 1011
Z: 1376, Y: 417, X: 1011
Z: 1377, Y: 434, X: 1011
Z: 1378, Y: 445, X: 1011
Z: 1379, Y: 481, X: 1011
Z: 1380, Y: 507, X: 1011
Z: 1381, Y: 526, X: 1011
Z: 1382, Y: 558, X: 1011
Z: 1383, Y: 601, X: 1011
Z: 1384, Y: 652, X: 1011
Z: 1385, Y: 656, X: 1011
Z: 1386, Y: 656, X: 1011
Z: 1387, Y: 656, X: 1011
Z: 1388, Y: 668, X: 1011
Z: 1389, Y: 697, X: 1011
Z: 1390, Y: 723, X: 1011
Z: 1391, Y: 747, X: 1011
Z: 1392, Y: 795, X: 997
Z: 1393, Y: 857, X: 974
Z: 1394, Y: 901, X: 953
Z: 1395, Y: 924, X: 940
Z: 1396, Y: 935, X: 932
Z: 1397, Y: 945, X: 922
Z: 1398, Y: 964, X: 907
Z: 1399, Y: 977, X: 897
Z: 1400, Y: 985, X: 883
Z: 1401, Y: 985, X: 864
Z: 1402, Y: 985, X: 864
Z: 1403, Y: 985, X: 864
Z: 1404, Y: 985, X: 857
Z: 1405, Y: 985, X: 822
Z: 1406, Y: 985, X: 817
Z: 1407, Y: 985, X: 804
Z: 1408, Y: 985, X: 786
Z: 1409, Y: 985, X: 735
Z: 1410, Y: 985, X: 731
Z: 1411, Y: 985, X: 703
Z: 1412, Y: 985, X: 656
Z: 1413, Y: 985, X: 611
Z: 1414, Y: 985, X: 603
Z: 1415, Y: 985, X: 603
Z: 1416, Y: 985, X: 603
Z: 1417, Y: 985, X: 570
Z: 1418, Y: 985, X: 527
Z: 1419, Y: 985, X: 502
Z: 1420, Y: 970, X: 478
Z: 1421, Y: 968, X: 476
Z: 1422, Y: 968, X: 476
Z: 1423, Y: 968, X: 476
Z: 1424, Y: 941, X: 455
Z: 1425, Y: 894, X: 431
Z: 1426, Y: 832, X: 417
Z: 1427, Y: 816, X: 414
Z: 1428, Y: 816, X: 414
Z: 1429, Y: 816, X: 414
Z: 1430, Y: 793, X: 413
Z: 1431, Y: 719, X: 406
Z: 1432, Y: 646, X: 396
Z: 1433, Y: 631, X: 394
Z: 1434, Y: 631, X: 394
Z: 1435, Y: 631, X: 394
Z: 1436, Y: 576, X: 392
Z: 1437, Y: 534, X: 391
Z: 1438, Y: 510, X: 393
Z: 1439, Y: 484, X: 399
Z: 1440, Y: 453, X: 407
Z: 1441, Y: 434, X: 415
Z: 1442, Y: 434, X: 415
Z: 1443, Y: 434, X: 415
Z: 1444, Y: 413, X: 416
Z: 1445, Y: 379, X: 423
Z: 1446, Y: 359, X: 428
Z: 1447, Y: 341, X: 438
Z: 1448, Y: 308, X: 478
Z: 1449, Y: 291, X: 506
Z: 1450, Y: 287, X: 515
Z: 1451, Y: 287, X: 515
Z: 1452, Y: 287, X: 515
Z: 1453, Y: 278, X: 527
Z: 1454, Y: 268, X: 546
Z: 1455, Y: 265, X: 568
Z: 1456, Y: 263, X: 594
Z: 1457, Y: 262, X: 620
Z: 1458, Y: 264, X: 645
Z: 1459, Y: 277, X: 667
Z: 1460, Y: 289, X: 684
Z: 1461, Y: 298, X: 702
Z: 1462, Y: 307, X: 719
Z: 1463, Y: 332, X: 749
Z: 1464, Y: 349, X: 771
Z: 1465, Y: 349, X: 771
Z: 1466, Y: 349, X: 771
Z: 1467, Y: 351, X: 776
Z: 1468, Y: 366, X: 809
Z: 1469, Y: 372, X: 831
Z: 1470, Y: 381, X: 849
Z: 1471, Y: 389, X: 861
Z: 1472, Y: 399, X: 867
Z: 1473, Y: 417, X: 884
Z: 1474, Y: 429, X: 901
Z: 1475, Y: 441, X: 920
Z: 1476, Y: 451, X: 941
Z: 1477, Y: 458, X: 961
Z: 1478, Y: 465, X: 978
Z: 1479, Y: 472, X: 998
Z: 1480, Y: 472, X: 998
Z: 1481, Y: 472, X: 998
Z: 1482, Y: 476, X: 1008
Z: 1483, Y: 491, X: 1011
Z: 1484, Y: 503, X: 1011
Z: 1485, Y: 516, X: 1011
Z: 1486, Y: 530, X: 1011
Z: 1487, Y: 552, X: 1011
Z: 1488, Y: 580, X: 1011
Z: 1489, Y: 608, X: 1011
Z: 1490, Y: 637, X: 1011
Z: 1491, Y: 678, X: 1011
Z: 1492, Y: 686, X: 1011
Z: 1493, Y: 686, X: 1011
Z: 1494, Y: 686, X: 1011
Z: 1495, Y: 706, X: 1011
Z: 1496, Y: 728, X: 1011
Z: 1497, Y: 751, X: 1003
Z: 1498, Y: 777, X: 998
Z: 1499, Y: 802, X: 989
Z: 1500, Y: 825, X: 981
Z: 1501, Y: 855, X: 973
Z: 1502, Y: 902, X: 953
Z: 1503, Y: 912, X: 946
Z: 1504, Y: 912, X: 946
Z: 1505, Y: 912, X: 946
Z: 1506, Y: 935, X: 919
Z: 1507, Y: 962, X: 887
Z: 1508, Y: 975, X: 875
Z: 1509, Y: 985, X: 866
Z: 1510, Y: 985, X: 856
Z: 1511, Y: 985, X: 845
Z: 1512, Y: 985, X: 837
Z: 1513, Y: 985, X: 826
Z: 1514, Y: 985, X: 814
Z: 1515, Y: 985, X: 793
Z: 1516, Y: 985, X: 776
Z: 1517, Y: 985, X: 759
Z: 1518, Y: 985, X: 721
Z: 1519, Y: 985, X: 682
Z: 1520, Y: 985, X: 674
Z: 1521, Y: 985, X: 674
Z: 1522, Y: 985, X: 674
Z: 1523, Y: 985, X: 640
Z: 1524, Y: 985, X: 604
Z: 1525, Y: 985, X: 579
Z: 1526, Y: 985, X: 548
Z: 1527, Y: 985, X: 525
Z: 1528, Y: 985, X: 524
Z: 1529, Y: 985, X: 524
Z: 1530, Y: 985, X: 524
Z: 1531, Y: 967, X: 490
Z: 1532, Y: 924, X: 454
Z: 1533, Y: 867, X: 435
Z: 1534, Y: 848, X: 428
Z: 1535, Y: 848, X: 428
Z: 1536, Y: 848, X: 428
Z: 1537, Y: 764, X: 415
Z: 1538, Y: 747, X: 411
Z: 1539, Y: 700, X: 402
Z: 1540, Y: 693, X: 402
Z: 1541, Y: 693, X: 402
Z: 1542, Y: 684, X: 403
Z: 1543, Y: 633, X: 409
Z: 1544, Y: 583, X: 415
Z: 1545, Y: 555, X: 423
Z: 1546, Y: 542, X: 429
Z: 1547, Y: 542, X: 429
Z: 1548, Y: 540, X: 430
Z: 1549, Y: 505, X: 450
Z: 1550, Y: 462, X: 482
Z: 1551, Y: 437, X: 497
Z: 1552, Y: 423, X: 506
Z: 1553, Y: 410, X: 516
Z: 1554, Y: 400, X: 528
Z: 1555, Y: 392, X: 547
Z: 1556, Y: 385, X: 567
Z: 1557, Y: 378, X: 584
Z: 1558, Y: 372, X: 601
Z: 1559, Y: 369, X: 614
Z: 1560, Y: 366, X: 627
Z: 1561, Y: 363, X: 639
Z: 1562, Y: 360, X: 654
Z: 1563, Y: 355, X: 674
Z: 1564, Y: 351, X: 689
Z: 1565, Y: 351, X: 710
Z: 1566, Y: 361, X: 761
Z: 1567, Y: 361, X: 761
Z: 1568, Y: 361, X: 761
Z: 1569, Y: 361, X: 764
Z: 1570, Y: 373, X: 793
Z: 1571, Y: 385, X: 809
